,Open,High,Low,Close,Volume,TradingDate
0,240000.0,240000.0,240000.0,240000.0,0,2023-01-05
1,240000.0,240000.0,240000.0,240000.0,0,2023-01-06
2,240000.0,240000.0,240000.0,240000.0,0,2023-01-09
3,240000.0,240000.0,240000.0,240000.0,0,2023-01-10
4,240000.0,240000.0,240000.0,240000.0,0,2023-01-11
5,240000.0,240000.0,240000.0,240000.0,0,2023-01-12
6,240000.0,240000.0,240000.0,240000.0,0,2023-01-13
7,240000.0,240000.0,240000.0,240000.0,0,2023-01-16
8,240000.0,240000.0,240000.0,240000.0,0,2023-01-17
9,240000.0,240000.0,240000.0,240000.0,0,2023-01-18
10,240000.0,240000.0,240000.0,240000.0,0,2023-01-19
11,240000.0,240000.0,240000.0,240000.0,0,2023-01-27
12,240000.0,240000.0,240000.0,240000.0,0,2023-01-30
13,240000.0,240000.0,240000.0,240000.0,0,2023-01-31
14,336000.0,336000.0,336000.0,336000.0,100,2023-02-01
15,386400.0,386400.0,386400.0,386400.0,100,2023-02-02
16,444300.0,444300.0,444300.0,444300.0,100,2023-02-03
17,510900.0,510900.0,510900.0,510900.0,100,2023-02-06
18,587500.0,587500.0,587500.0,587500.0,100,2023-02-07
19,675600.0,675600.0,675600.0,675600.0,100,2023-02-08
20,776900.0,776900.0,776900.0,776900.0,100,2023-02-09
21,893400.0,893400.0,893400.0,893400.0,300,2023-02-10
22,1027400.0,1027400.0,1027400.0,1027400.0,6244,2023-02-13
23,1181500.0,1181500.0,1181500.0,1181500.0,5611,2023-02-14
24,1358700.0,1358700.0,1358700.0,1358700.0,5584,2023-02-15
25,1562500.0,1562500.0,1296200.0,1434700.0,11234,2023-02-16
26,1250000.0,1250000.0,1219500.0,1231000.0,1177,2023-02-17
27,1046400.0,1046500.0,1046400.0,1046400.0,6059,2023-02-20
28,900000.0,990000.0,889500.0,926500.0,7262,2023-02-21
29,930000.0,1065000.0,930000.0,989900.0,2701,2023-02-22
30,989900.0,989900.0,930000.0,952100.0,1343,2023-02-23
31,920000.0,930000.0,890000.0,907600.0,2028,2023-02-24
32,888000.0,888000.0,880000.0,884800.0,582,2023-02-27
33,871000.0,924000.0,871000.0,898000.0,719,2023-02-28
