,Open,High,Low,Close,Volume,TradingDate
0,12000.0,12000.0,12000.0,12000.0,0,2022-12-29
1,12000.0,12000.0,12000.0,12000.0,0,2022-12-30
2,12000.0,12000.0,12000.0,12000.0,0,2023-01-03
3,12000.0,12000.0,12000.0,12000.0,0,2023-01-04
4,12000.0,12000.0,12000.0,12000.0,0,2023-01-05
5,12000.0,12000.0,12000.0,12000.0,0,2023-01-06
6,12000.0,12000.0,12000.0,12000.0,0,2023-01-09
7,12000.0,12000.0,12000.0,12000.0,0,2023-01-10
8,12000.0,12000.0,12000.0,12000.0,0,2023-01-11
9,12000.0,12000.0,12000.0,12000.0,0,2023-01-12
10,12000.0,12000.0,12000.0,12000.0,0,2023-01-13
11,12000.0,12000.0,12000.0,12000.0,0,2023-01-16
12,12000.0,12000.0,12000.0,12000.0,0,2023-01-17
13,12000.0,12000.0,12000.0,12000.0,0,2023-01-18
14,12000.0,12000.0,12000.0,12000.0,0,2023-01-19
15,12000.0,12000.0,12000.0,12000.0,0,2023-01-27
16,12000.0,12000.0,12000.0,12000.0,0,2023-01-30
17,12000.0,12000.0,12000.0,12000.0,0,2023-01-31
18,12000.0,12000.0,12000.0,12000.0,0,2023-02-01
19,12000.0,12000.0,12000.0,12000.0,0,2023-02-02
20,12000.0,12000.0,12000.0,12000.0,0,2023-02-03
21,12000.0,12000.0,12000.0,12000.0,0,2023-02-06
22,12000.0,12000.0,12000.0,12000.0,0,2023-02-07
23,12000.0,12000.0,12000.0,12000.0,0,2023-02-08
24,12000.0,12000.0,12000.0,12000.0,0,2023-02-09
25,12000.0,12000.0,12000.0,12000.0,0,2023-02-10
26,12000.0,12000.0,12000.0,12000.0,0,2023-02-13
27,12000.0,12000.0,12000.0,12000.0,0,2023-02-14
28,12000.0,12000.0,12000.0,12000.0,0,2023-02-15
29,12000.0,12000.0,12000.0,12000.0,0,2023-02-16
30,12000.0,12000.0,12000.0,12000.0,0,2023-02-17
31,12000.0,12000.0,12000.0,12000.0,0,2023-02-20
32,12000.0,12000.0,12000.0,12000.0,0,2023-02-21
33,12000.0,12000.0,12000.0,12000.0,0,2023-02-22
34,12000.0,12000.0,12000.0,12000.0,0,2023-02-23
35,12000.0,12000.0,12000.0,12000.0,0,2023-02-24
36,12000.0,12000.0,12000.0,12000.0,0,2023-02-27
37,12000.0,12000.0,12000.0,12000.0,0,2023-02-28
