,Open,High,Low,Close,Volume,TradingDate
0,10700.0,11500.0,10150.0,10450.0,681600,2022-11-28
1,10400.0,10450.0,9900.0,9950.0,463300,2022-11-29
2,9950.0,10250.0,9450.0,9500.0,145600,2022-11-30
3,9500.0,9500.0,8840.0,9000.0,373900,2022-12-01
4,8800.0,9000.0,8370.0,9000.0,182700,2022-12-02
5,9000.0,9350.0,9000.0,9180.0,235000,2022-12-05
6,9180.0,9200.0,8850.0,8980.0,141800,2022-12-06
7,8970.0,9050.0,8800.0,8990.0,257600,2022-12-07
8,8990.0,9200.0,8950.0,9200.0,325300,2022-12-08
9,9200.0,9200.0,8920.0,9100.0,530200,2022-12-09
10,9100.0,9200.0,9050.0,9100.0,173600,2022-12-12
11,9100.0,9120.0,8900.0,9000.0,168400,2022-12-13
12,9000.0,9120.0,9000.0,9040.0,115400,2022-12-14
13,9040.0,9080.0,8950.0,9030.0,72300,2022-12-15
14,9030.0,9050.0,9000.0,9050.0,20400,2022-12-16
15,9050.0,9050.0,8900.0,9000.0,28500,2022-12-19
16,8950.0,8990.0,8660.0,8990.0,21800,2022-12-20
17,8990.0,8990.0,8700.0,8990.0,21300,2022-12-21
18,8950.0,8950.0,8600.0,8950.0,12700,2022-12-22
19,8950.0,8950.0,8720.0,8940.0,6700,2022-12-23
20,8900.0,8950.0,8680.0,8940.0,15200,2022-12-26
21,8940.0,8940.0,8800.0,8940.0,7300,2022-12-27
22,8940.0,8940.0,8920.0,8940.0,3800,2022-12-28
23,8920.0,8960.0,8500.0,8960.0,13000,2022-12-29
24,8960.0,9000.0,8950.0,9000.0,8500,2022-12-30
25,9000.0,9000.0,8970.0,8970.0,3300,2023-01-03
26,8960.0,8970.0,8800.0,8960.0,18700,2023-01-04
27,8960.0,8970.0,8960.0,8970.0,13000,2023-01-05
28,8960.0,8960.0,8960.0,8960.0,600,2023-01-06
29,8960.0,8960.0,8950.0,8950.0,300,2023-01-09
30,8950.0,8950.0,8610.0,8950.0,18800,2023-01-10
31,8900.0,8960.0,8850.0,8950.0,13600,2023-01-11
32,8900.0,8950.0,8850.0,8950.0,2800,2023-01-12
33,8960.0,8960.0,8950.0,8950.0,2800,2023-01-13
34,8900.0,8960.0,8850.0,8960.0,21900,2023-01-16
35,8900.0,8970.0,8900.0,8960.0,31900,2023-01-17
36,8960.0,8960.0,8960.0,8960.0,800,2023-01-18
37,8900.0,8970.0,8900.0,8970.0,2500,2023-01-19
38,8930.0,8970.0,8930.0,8970.0,3200,2023-01-27
39,8970.0,9020.0,8970.0,9000.0,42600,2023-01-30
40,9000.0,9000.0,8950.0,8990.0,36000,2023-01-31
41,8970.0,8970.0,8900.0,8970.0,28100,2023-02-01
42,8950.0,8990.0,8700.0,8700.0,45500,2023-02-02
43,8800.0,8950.0,8800.0,8950.0,20400,2023-02-03
44,8900.0,8950.0,8800.0,8950.0,31800,2023-02-06
45,8900.0,8960.0,8900.0,8960.0,11800,2023-02-07
46,8960.0,8980.0,8390.0,8700.0,44600,2023-02-08
47,8700.0,8890.0,8650.0,8800.0,24600,2023-02-09
48,8800.0,8950.0,8800.0,8950.0,40700,2023-02-10
49,8950.0,8980.0,8800.0,8950.0,36000,2023-02-13
50,8950.0,8950.0,8710.0,8710.0,16800,2023-02-14
51,8800.0,8960.0,8700.0,8950.0,35800,2023-02-15
52,8950.0,8950.0,8870.0,8950.0,26800,2023-02-16
53,8940.0,8950.0,8800.0,8940.0,22500,2023-02-17
54,8900.0,8940.0,8900.0,8940.0,23100,2023-02-20
55,8920.0,8930.0,8920.0,8930.0,10400,2023-02-21
56,8820.0,8930.0,8800.0,8930.0,59200,2023-02-22
57,8850.0,8880.0,8660.0,8880.0,13200,2023-02-23
58,8880.0,8960.0,8880.0,8960.0,41000,2023-02-24
59,8850.0,8960.0,8800.0,8930.0,65500,2023-02-27
60,8950.0,8950.0,8950.0,8950.0,35200,2023-02-28
