,Open,High,Low,Close,Volume,TradingDate
0,22400.0,22400.0,9600.0,10000.0,307500,2023-01-06
1,8600.0,9900.0,8500.0,8800.0,24000,2023-01-09
2,10000.0,10100.0,10000.0,10100.0,325400,2023-01-10
3,11200.0,11600.0,11200.0,11600.0,117100,2023-01-11
4,13000.0,13300.0,10200.0,11900.0,205600,2023-01-12
5,11800.0,11900.0,10200.0,10400.0,151308,2023-01-13
6,10000.0,10000.0,8900.0,9100.0,75120,2023-01-16
7,9800.0,10000.0,9400.0,9700.0,51147,2023-01-17
8,9800.0,9900.0,9300.0,9600.0,25600,2023-01-18
9,9600.0,9800.0,9000.0,9300.0,58310,2023-01-19
10,9700.0,9700.0,9200.0,9300.0,21320,2023-01-27
11,9000.0,9400.0,8700.0,9000.0,54000,2023-01-30
12,9000.0,9200.0,8700.0,8900.0,29800,2023-01-31
13,9100.0,9100.0,8700.0,8800.0,67200,2023-02-01
14,8900.0,8900.0,8500.0,8700.0,74900,2023-02-02
15,8500.0,8900.0,8400.0,8600.0,38600,2023-02-03
16,8500.0,8500.0,8300.0,8500.0,41600,2023-02-06
17,8800.0,9000.0,8400.0,8800.0,82600,2023-02-07
18,8900.0,9100.0,8800.0,9000.0,61800,2023-02-08
19,9100.0,9400.0,9000.0,9200.0,53610,2023-02-09
20,9400.0,10300.0,9200.0,9900.0,215437,2023-02-10
21,9500.0,9500.0,9100.0,9300.0,3615,2023-02-13
22,9300.0,9300.0,8700.0,9000.0,12700,2023-02-14
23,8800.0,9000.0,8500.0,8600.0,34400,2023-02-15
24,8600.0,9000.0,8600.0,8900.0,2700,2023-02-16
25,8900.0,8900.0,8600.0,8600.0,31000,2023-02-17
26,8900.0,8900.0,8300.0,8500.0,34200,2023-02-20
27,8600.0,8800.0,8400.0,8500.0,12800,2023-02-21
28,8400.0,8700.0,8300.0,8400.0,35800,2023-02-22
29,8300.0,8400.0,8200.0,8300.0,19200,2023-02-23
30,8400.0,8400.0,7300.0,7900.0,60500,2023-02-24
31,8200.0,8400.0,7800.0,8000.0,4900,2023-02-27
32,8100.0,8100.0,7000.0,7400.0,76200,2023-02-28
