,Open,High,Low,Close,Volume,TradingDate
0,10500.0,10500.0,8400.0,8400.0,101700,2022-11-08
1,8400.0,8400.0,7200.0,7500.0,46300,2022-11-09
2,8600.0,8600.0,7500.0,8000.0,7200,2022-11-10
3,9000.0,9000.0,7500.0,7800.0,14000,2022-11-11
4,8400.0,8400.0,7500.0,7700.0,12500,2022-11-14
5,8200.0,8200.0,7400.0,7700.0,19400,2022-11-15
6,8000.0,8000.0,7400.0,7700.0,7900,2022-11-16
7,7500.0,8100.0,7200.0,7500.0,10700,2022-11-17
8,8000.0,8000.0,7400.0,7500.0,12700,2022-11-18
9,7800.0,7900.0,7500.0,7600.0,14200,2022-11-21
10,7700.0,7900.0,7000.0,7500.0,44300,2022-11-22
11,7900.0,7900.0,7600.0,7700.0,2400,2022-11-23
12,7700.0,7700.0,7400.0,7600.0,22500,2022-11-24
13,7900.0,7900.0,7700.0,7800.0,2900,2022-11-25
14,7900.0,8000.0,7800.0,7800.0,27700,2022-11-28
15,7900.0,7900.0,7700.0,7800.0,24000,2022-11-29
16,7800.0,7900.0,7700.0,7800.0,15200,2022-11-30
17,7700.0,7900.0,7600.0,7700.0,20000,2022-12-01
18,7900.0,7900.0,7600.0,7700.0,8400,2022-12-02
19,7900.0,7900.0,7700.0,7800.0,11400,2022-12-05
20,7900.0,8900.0,7700.0,7900.0,23900,2022-12-06
21,8700.0,8700.0,7700.0,8200.0,5000,2022-12-07
22,8300.0,8300.0,7900.0,8000.0,3900,2022-12-08
23,8000.0,8000.0,8000.0,8000.0,1000,2022-12-09
24,8000.0,8000.0,8000.0,8000.0,2200,2022-12-12
25,7000.0,8200.0,7000.0,8000.0,16800,2022-12-13
26,8100.0,8200.0,8100.0,8200.0,3000,2022-12-14
27,8200.0,8300.0,8200.0,8200.0,7000,2022-12-15
28,8000.0,8200.0,8000.0,8100.0,2300,2022-12-16
29,7100.0,8300.0,7000.0,8000.0,3500,2022-12-19
30,8200.0,8200.0,8100.0,8200.0,3400,2022-12-20
31,8100.0,9400.0,8100.0,8200.0,29100,2022-12-21
32,8100.0,8300.0,8100.0,8200.0,16900,2022-12-22
33,8200.0,8300.0,8100.0,8200.0,4000,2022-12-23
34,8100.0,8100.0,8100.0,8100.0,1000,2022-12-26
35,8100.0,8100.0,8100.0,8100.0,4000,2022-12-27
36,8100.0,8100.0,7100.0,7600.0,7600,2022-12-28
37,8100.0,8100.0,8100.0,8100.0,1000,2022-12-29
38,8100.0,8200.0,8100.0,8100.0,2500,2022-12-30
39,8000.0,8100.0,8000.0,8100.0,1200,2023-01-03
40,8100.0,8100.0,8000.0,8100.0,2000,2023-01-04
41,8100.0,8100.0,8100.0,8100.0,1000,2023-01-05
42,8000.0,8000.0,8000.0,8000.0,1000,2023-01-06
43,8000.0,8000.0,8000.0,8000.0,2300,2023-01-09
44,8000.0,8000.0,7300.0,7900.0,2500,2023-01-10
45,8000.0,8000.0,7100.0,7600.0,6100,2023-01-11
46,8000.0,8000.0,8000.0,8000.0,100,2023-01-12
47,8000.0,8000.0,8000.0,8000.0,0,2023-01-13
48,7000.0,7900.0,7000.0,7500.0,5000,2023-01-16
49,7900.0,7900.0,7900.0,7900.0,200,2023-01-17
50,7900.0,7900.0,7500.0,7600.0,500,2023-01-18
51,7600.0,7600.0,7600.0,7600.0,0,2023-01-19
52,8100.0,8100.0,8100.0,8100.0,100,2023-01-27
53,8000.0,8000.0,8000.0,8000.0,100,2023-01-30
54,7900.0,9200.0,7400.0,8800.0,31100,2023-01-31
55,9000.0,9000.0,9000.0,9000.0,200,2023-02-01
56,9000.0,9000.0,7800.0,8300.0,9500,2023-02-02
57,9000.0,9500.0,9000.0,9400.0,5900,2023-02-03
58,9400.0,9400.0,9400.0,9400.0,1000,2023-02-06
59,10700.0,10700.0,8100.0,8800.0,4200,2023-02-07
60,10000.0,10000.0,8500.0,9600.0,1400,2023-02-08
61,10700.0,10700.0,8500.0,8700.0,23800,2023-02-09
62,9000.0,9000.0,8900.0,9000.0,1200,2023-02-10
63,9000.0,9000.0,9000.0,9000.0,1000,2023-02-13
64,8800.0,8800.0,8800.0,8800.0,500,2023-02-14
65,8800.0,8900.0,8800.0,8800.0,500,2023-02-15
66,9000.0,9000.0,9000.0,9000.0,1000,2023-02-16
67,8800.0,8800.0,8800.0,8800.0,100,2023-02-17
68,9500.0,9500.0,8500.0,8800.0,600,2023-02-20
69,10100.0,10100.0,8400.0,9400.0,500,2023-02-21
70,10100.0,10100.0,8400.0,8800.0,1400,2023-02-22
71,10000.0,10000.0,10000.0,10000.0,300,2023-02-23
72,11400.0,11400.0,8500.0,9200.0,2000,2023-02-24
73,10500.0,10500.0,8000.0,8800.0,1600,2023-02-27
74,10100.0,10100.0,7700.0,8700.0,1200,2023-02-28
