,Open,High,Low,Close,Volume,TradingDate
0,14238.0,14238.0,14238.0,14200.0,51400,2022-12-20
1,16357.0,16357.0,16357.0,16400.0,20500,2022-12-21
2,18800.0,18800.0,18800.0,18800.0,5300,2022-12-22
3,21600.0,21600.0,21600.0,21600.0,44800,2022-12-23
4,24800.0,24800.0,23500.0,24300.0,30400,2022-12-26
5,24300.0,25000.0,20700.0,23800.0,13700,2022-12-27
6,20300.0,20300.0,20300.0,20300.0,2900,2022-12-28
7,17400.0,19800.0,17300.0,17300.0,50871,2022-12-29
8,16000.0,17000.0,16000.0,16900.0,1329,2022-12-30
9,16900.0,19400.0,16900.0,17600.0,13500,2023-01-03
10,17600.0,17900.0,17000.0,17600.0,8300,2023-01-04
11,15800.0,17300.0,15800.0,16900.0,1200,2023-01-05
12,14600.0,16800.0,14500.0,14800.0,5700,2023-01-06
13,14800.0,16900.0,14700.0,16300.0,1600,2023-01-09
14,16300.0,16300.0,14200.0,15100.0,3700,2023-01-10
15,15200.0,16000.0,13900.0,15400.0,3200,2023-01-11
16,15100.0,15500.0,15100.0,15500.0,5200,2023-01-12
17,15400.0,15400.0,14000.0,14400.0,700,2023-01-13
18,14400.0,15200.0,14400.0,14600.0,6400,2023-01-16
19,14500.0,14900.0,14100.0,14700.0,5400,2023-01-17
20,16000.0,16000.0,15900.0,16000.0,3100,2023-01-18
21,15200.0,16300.0,14200.0,15400.0,15400,2023-01-19
22,16900.0,16900.0,14500.0,15100.0,6200,2023-01-27
23,15800.0,16400.0,15800.0,16000.0,3400,2023-01-30
24,15900.0,16900.0,15800.0,16000.0,4400,2023-01-31
25,16400.0,16400.0,15500.0,15800.0,1200,2023-02-01
26,17800.0,17800.0,15100.0,15700.0,2903,2023-02-02
27,15500.0,16100.0,15000.0,15800.0,3900,2023-02-03
28,15800.0,16400.0,15800.0,15900.0,700,2023-02-06
29,16600.0,16600.0,14300.0,15300.0,2850,2023-02-07
30,14700.0,15800.0,14700.0,15100.0,3800,2023-02-08
31,14100.0,15700.0,13900.0,14100.0,9100,2023-02-09
32,15600.0,15600.0,15600.0,15600.0,100,2023-02-10
33,13600.0,14500.0,13300.0,13800.0,4900,2023-02-13
34,15200.0,15200.0,15200.0,15200.0,100,2023-02-14
35,14800.0,14800.0,14400.0,14500.0,800,2023-02-15
36,15000.0,15000.0,14500.0,14600.0,3200,2023-02-16
37,14000.0,14700.0,13300.0,13800.0,1200,2023-02-17
38,14500.0,14800.0,13000.0,14300.0,6100,2023-02-20
39,15900.0,15900.0,15500.0,15800.0,747,2023-02-21
40,15200.0,15200.0,15200.0,15200.0,108,2023-02-22
41,14900.0,15400.0,14100.0,14700.0,1800,2023-02-23
42,13000.0,15000.0,13000.0,13200.0,900,2023-02-24
43,13200.0,14800.0,13200.0,14400.0,900,2023-02-27
44,14000.0,14900.0,13400.0,14100.0,3100,2023-02-28
