,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,D11,87,11900,1,4.0,-0.1,0.5,2.2,0.0,0.125,0.061,,,,,1.7,1.5,0.394,,0.196,0.1,1.0,0.636,0.068,-0.25,0.07,,,48.5,30.0
1,VIC,200994,52700,2,24.1,-0.1,1.8,38.5,0.0,0.08,0.017,1.3,,,,0.9,0.6,0.311,,0.038,1.3,16.0,0.134,0.026,0.647,0.432,-4.488,0.25,37.9,32.0
2,VHM,179400,41200,-1,6.3,-0.2,1.2,7.9,0.0,0.21,0.097,30.2,,,,1.0,0.6,0.484,,0.286,0.2,1.1,0.826,0.325,-0.384,0.752,-0.039,0.15,31.6,26.0
3,BCM,87251,84300,2,54.4,2.1,5.2,62.2,0.0,0.099,0.033,-0.9,,,,1.5,0.4,0.347,,0.064,0.9,9.9,0.149,-0.009,-0.723,-0.612,0.811,0.18,52.5,67.0
4,VRE,60898,26800,2,22.3,0.2,1.8,12.8,0.0,0.086,0.068,9.6,,,,1.8,1.6,0.505,,0.379,0.1,0.7,0.062,0.058,-0.003,0.04,0.127,0.25,42.2,43.0
5,SSH,22089,58904,1,69.1,9.6,5.4,674.2,0.0,0.096,0.022,0.2,,,,1.3,1.0,0.271,,0.211,1.6,130.6,,,0.413,1.496,-2.089,-0.1,27.2,19.0
6,NVL,19989,10250,-6,8.8,-0.3,0.5,48.0,0.0,0.062,0.01,2.3,,,,2.7,0.9,0.336,,0.074,1.4,38.5,0.022,-0.009,0.214,-0.012,0.204,0.1,27.9,2.0
7,KDH,17670,24650,-1,16.0,-1.9,1.5,27.8,0.0,0.101,0.061,,,,,6.0,2.4,0.242,,0.096,0.6,5.8,0.17,-0.01,-0.662,0.537,-0.011,0.05,34.5,18.0
8,KBC,17118,22300,2,11.0,0.1,1.1,-149.3,0.0,0.103,0.047,-3.6,,,,2.6,1.5,,,,0.4,-43.7,0.215,-0.053,,,0.804,0.353,44.6,36.0
9,NLG,9679,25200,-2,17.4,-0.4,1.1,16.9,0.012,0.062,0.022,15.4,,,,2.7,1.0,0.5,,0.268,0.4,5.1,0.008,0.065,54.281,0.848,0.008,0.2,37.0,17.0
10,DIG,7684,12600,-1,50.4,-0.6,1.0,33.5,0.0,0.02,0.01,0.7,,,,2.8,1.3,0.281,,0.011,0.5,12.0,-0.057,0.037,,-0.077,0.068,0.7,35.2,3.0
11,PDR,6985,10400,1,6.1,-0.2,0.9,14.4,0.0,0.151,0.053,-0.6,,,,1.7,0.6,,,,0.5,4.0,0.211,0.025,,0.317,-0.201,-0.5,31.6,9.0
12,DXG,6283,10300,2,42.2,-0.5,0.7,18.2,0.0,0.017,0.005,-1.6,,,,2.2,1.1,0.441,,,0.4,5.7,-0.277,0.142,,-0.216,-0.306,-0.35,37.3,13.0
13,TCH,4791,7170,1,26.8,-0.4,0.6,20.1,0.0,0.021,0.012,3.2,,,,5.1,3.8,0.282,,0.079,0.0,1.0,-0.18,0.067,,1.635,-0.059,-0.2,46.6,22.0
14,ITA,3810,4060,1,-21.3,0.1,0.4,-19.0,0.0,-0.016,-0.014,-621.8,,,,3.3,1.2,,,,0.0,-0.4,,,,,0.264,0.1,45.9,22.0
15,CRE,3037,6550,2,15.5,-0.3,0.5,14.3,0.0,0.044,0.028,-2.6,,,,3.3,3.0,,,,0.2,4.0,-0.044,0.256,,-0.768,-0.379,-0.25,30.7,10.0
16,SCR,2603,6580,1,51.9,-0.7,0.5,42.1,0.0,0.01,0.005,0.2,,,,1.8,1.0,0.255,,,0.4,16.0,-0.262,-0.133,,3.08,-0.035,-0.3,56.6,38.0
17,KHG,2153,4790,2,4.9,0.7,0.4,9.5,0.0,0.09,0.066,6.7,,,,1.1,0.9,0.418,,0.399,0.2,2.4,,,3.66,1.074,0.299,0.55,45.1,22.0
18,HQC,1659,3480,1,91.8,0.3,0.4,88.1,0.0,0.004,0.002,13.0,,,,1.3,1.1,0.599,,0.06,0.0,0.7,-0.227,-0.056,1.051,0.146,17.825,2.0,61.3,54.0
