,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,C92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LGC,11726,60800,1,40.2,1.0,3.3,18.1,0.0,0.086,0.023,3.2,,,,0.6,0.6,0.65,,0.285,1.3,5.8,0.124,0.199,0.414,-0.062,1.041,0.7,75.5,91.0
2,VCG,9912,20400,1,11.2,0.1,1.4,22.6,0.0,0.131,0.028,1.3,,,,1.5,1.0,0.195,,0.023,1.3,11.3,-0.08,-0.046,-0.764,-0.392,-0.575,0.1,52.9,60.0
3,SNZ,7885,20943,-1,13.3,-0.4,1.3,7.2,0.0,0.102,0.027,6.3,,,,2.1,1.6,0.267,,0.05,0.5,2.5,0.115,0.069,-0.448,0.014,0.049,0.02,37.9,10.0
4,PC1,7707,28500,2,17.1,-0.5,1.5,9.0,0.0,0.092,0.022,2.2,,,,1.3,1.2,0.217,,0.08,1.7,5.4,0.137,0.214,1.85,-0.222,-0.053,-0.15,65.5,87.0
5,SJG,7642,17000,0,5.5,0.0,1.2,196.3,0.0,0.248,0.057,0.0,,,,1.2,1.0,0.284,,0.059,0.9,109.1,0.22,-0.094,-0.561,-0.07,1.237,0.07,62.8,84.0
6,CTR,6520,57000,1,14.7,0.8,4.0,8.5,0.0,0.302,0.088,7.4,,,,1.2,1.0,0.076,,0.049,0.9,1.1,0.304,0.232,-0.033,-0.025,0.207,0.15,48.6,56.0
7,HUT,5160,14800,2,37.1,0.2,1.3,22.4,0.0,0.036,0.012,-0.6,,,,1.2,1.2,0.197,,0.085,1.2,12.2,-0.145,-0.131,1.73,0.043,-1.634,0.2,51.3,31.0
8,HHV,4017,13050,1,14.6,15.8,0.6,20.8,0.0,0.04,0.008,1.4,,,,0.4,0.4,0.422,,0.101,2.5,16.9,0.858,0.371,-0.15,0.095,0.19,0.08,55.6,64.0
9,CC1,3714,11302,-1,17.7,-0.3,1.0,33.2,0.0,0.075,0.015,1.5,,,,1.6,1.4,0.057,,0.062,1.6,20.0,0.482,0.017,6.315,1.068,2.874,-0.02,38.4,16.0
10,CII,3380,13400,1,4.6,0.0,0.6,13.5,0.0,0.142,0.025,0.5,,,,0.8,0.6,0.162,,0.002,1.8,10.1,-0.136,0.23,-0.466,-0.146,-3.782,0.6,47.8,35.0
11,C4G,2478,11029,1,15.5,0.1,1.0,19.9,0.0,0.086,0.02,1.9,,,,1.5,1.3,0.133,,0.063,1.4,13.0,0.047,-0.06,1.258,0.39,1.652,0.48,48.1,41.0
12,HBC,2330,8500,2,-2.1,0.0,0.9,-16.9,0.0,-0.36,-0.067,-5.7,,,,1.2,1.0,,,,2.3,-11.3,,-0.025,,-0.148,1.183,0.3,43.5,23.0
13,LCG,2323,12250,1,12.0,2.4,0.9,30.9,0.0,0.08,0.036,0.8,,,,1.7,1.2,0.116,,0.126,0.2,7.5,0.199,-0.078,0.023,0.346,0.016,0.5,63.2,82.0
14,FCN,1763,11200,1,45.1,-0.7,0.7,18.1,0.0,0.015,0.005,-0.3,,,,1.7,1.1,0.074,,0.03,0.8,9.4,-0.251,0.056,3.574,0.262,0.031,0.16,51.1,49.0
15,HAN,1594,11300,1,26.4,0.7,1.1,18.2,0.0,0.041,0.008,9.2,,,,1.3,1.0,0.078,,0.022,0.6,7.2,-0.121,-0.073,8.77,1.086,-0.02,0.15,75.9,90.0
16,TCD,1476,6040,3,4.5,0.9,0.4,21.7,0.0,0.138,0.042,0.4,,,,1.4,1.3,0.106,,,0.7,10.7,0.425,0.219,,0.527,0.161,0.1,43.6,30.0
17,TTA,1401,8900,2,6.3,0.1,0.7,5.3,0.0,0.121,0.048,1.9,,,,0.5,0.5,0.544,,0.203,1.1,3.3,0.121,0.224,-0.296,-0.106,0.314,0.05,37.0,23.0
18,PVX,1000,2500,0,21.1,-1.0,2.9,24.1,0.0,0.154,0.007,-2.7,,,,0.9,0.6,0.024,,,1.1,10.8,,-0.138,,0.097,-0.508,-0.03,47.8,47.0
19,EVG,721,3350,1,29.1,0.5,0.3,36.8,0.0,0.015,0.01,,,,,6.5,5.7,0.022,,0.011,0.0,0.0,0.002,0.209,-0.531,-0.171,1.677,0.12,43.7,12.0
