,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,SHN,1102,8500,1,74.0,-1.1,0.7,73.2,0.0,0.009,0.003,0.2,,,,1.1,0.9,0.013,,,1.8,53.3,-0.335,0.343,,0.51,-0.143,0.024,50.5,47.0
1,CST,890,20778,0,2.6,0.0,0.9,1.3,0.0,0.398,0.126,37.8,,,,1.1,0.9,0.129,,0.079,0.2,0.8,,,1.201,-0.019,,,52.7,70.0
2,CLM,699,63500,0,2.1,0.0,1.4,1.8,0.0,0.96,0.387,9.9,,,,2.0,0.5,0.039,,0.014,0.4,0.4,0.9,0.565,3.888,0.05,,,48.2,49.0
3,TVD,674,15000,1,3.6,0.0,1.0,1.9,0.0,0.306,0.074,12.0,,,,1.2,0.9,0.12,,0.067,1.3,1.2,0.444,0.183,11.076,0.777,-0.194,0.15,60.6,68.0
4,NBC,407,11000,1,8.4,1.3,0.8,3.5,0.0,0.1,0.014,1.9,,,,0.6,0.5,0.14,,0.024,3.9,3.4,-0.11,0.194,5.647,0.813,0.048,0.1,52.6,49.0
5,TMB,383,25500,1,2.1,0.0,0.9,1.2,0.0,0.506,0.111,4.1,,,,1.2,0.1,0.038,,0.012,0.0,0.7,0.598,0.427,110.69,0.286,,,53.6,48.0
6,TDN,300,10200,1,6.5,3.1,0.8,2.3,0.0,0.123,0.033,4.1,,,,1.0,0.9,0.08,,0.035,1.6,2.1,0.143,0.11,11.431,0.738,,,54.4,65.0
7,THT,292,11900,1,4.5,0.1,0.8,1.6,0.0,0.185,0.039,8.3,,,,0.8,0.5,0.068,,0.035,1.3,1.4,0.178,0.171,6.888,0.48,-0.002,0.03,54.3,67.0
8,MDC,276,12900,1,2.5,0.0,0.8,2.7,0.0,0.364,0.084,12.3,,,,0.9,0.8,0.182,,0.099,1.6,1.9,0.575,0.143,16.571,0.477,,,59.1,64.0
9,TC6,276,8500,1,-2759.4,26.5,0.8,8.1,0.0,0.0,0.0,27.2,,,,0.8,0.5,0.329,,0.288,1.6,5.0,-0.59,0.051,,1.859,,,56.0,46.0
10,HLC,254,10000,0,5.7,-0.1,0.7,2.4,0.0,0.122,0.015,1.3,,,,0.6,0.6,0.092,,0.011,3.3,2.4,-0.027,0.066,0.202,0.349,0.444,0.1,48.6,70.0
