,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,TNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BWE,8662,44900,2,11.7,-77.4,1.9,8.9,0.0,0.178,0.078,4.1,,,,1.4,1.0,0.323,,0.161,0.9,2.7,0.292,0.142,-0.147,0.213,0.111,0.1,43.4,52.0
2,TDM,3700,37000,1,16.8,-0.5,1.8,10.2,0.0,0.113,0.092,10.5,,,,1.2,0.9,0.535,,0.588,0.1,0.8,0.238,0.194,0.359,0.023,0.104,0.16,58.8,65.0
3,VCW,3525,47000,0,17.3,6.9,2.6,12.1,0.0,0.151,0.079,4.9,,,,0.9,0.9,0.495,,0.335,0.9,2.7,0.037,0.058,0.011,0.143,0.077,0.1,94.2,81.0
4,DNW,3180,26500,1,8.5,-2.2,1.5,6.8,0.0,0.186,0.102,8.9,,,,1.4,1.3,0.408,,0.174,0.5,2.1,0.61,0.05,-0.132,-0.036,-0.4,0.03,52.5,68.0
5,BWS,2543,28250,1,13.2,-6.3,2.4,9.6,0.0,0.185,0.168,341.8,,,,3.0,2.4,0.728,,0.199,0.0,0.0,0.039,0.038,-0.331,-0.041,0.001,0.0,50.1,48.0
6,PMW,1516,27116,1,19.3,-1.6,2.4,18.0,0.0,0.129,0.116,108.3,,,,1.1,0.9,0.336,,0.21,0.0,0.1,0.016,0.086,-0.301,-0.013,-0.053,0.03,79.7,86.0
7,DNA,1296,23000,0,11.4,4.0,1.6,6.0,0.0,0.138,0.075,5.6,,,,1.3,1.1,0.18,,0.052,0.4,1.2,0.045,0.079,-0.266,-0.077,0.012,0.07,67.4,73.0
8,HPW,1165,15700,0,13.6,-1.4,1.1,5.0,0.0,0.084,0.038,2.4,,,,2.3,2.1,0.342,,0.098,0.9,2.5,0.03,0.043,-0.04,-0.049,0.019,0.05,48.5,64.0
9,SII,1161,18000,0,-13.1,-0.6,1.3,-128.8,0.0,-0.097,-0.039,-1.8,,,,0.3,0.3,,,,0.6,-46.4,,-0.043,,0.014,-2.243,-0.15,79.1,90.0
10,LDW,1001,12700,0,17.4,0.1,1.1,26.3,0.0,0.055,0.044,2.5,,,,10.4,10.3,0.221,,0.185,0.3,5.3,,,-0.307,-0.096,0.095,0.03,0.0,63.0
11,HWS,964,11033,0,8.8,0.7,0.9,5.3,0.0,0.108,0.056,3.4,,,,1.8,1.6,0.359,,0.194,0.7,2.4,0.158,0.041,-0.347,-0.078,0.011,0.03,49.9,54.0
12,VAV,768,24000,0,8.8,0.7,1.7,4.8,0.0,0.204,0.113,11.1,,,,1.4,1.3,0.204,,0.144,0.4,1.1,-0.031,0.032,-0.086,0.02,0.166,0.07,53.0,62.0
13,NQN,676,13300,0,15.1,1.9,1.1,12.3,0.0,0.073,0.037,2.4,,,,0.3,0.2,0.2,,0.051,0.6,4.5,0.023,0.048,-0.443,0.009,-0.042,0.03,0.1,52.0
14,NS2,381,6700,0,26.9,-1.8,0.7,4.6,0.0,0.024,0.011,1.1,,,,1.1,1.0,0.459,,0.021,0.5,2.2,0.023,0.051,-0.411,-0.004,0.002,0.06,37.1,64.0
15,NAW,344,8900,0,122.3,0.4,0.9,,0.0,0.007,0.003,1.1,,,,1.1,0.9,0.228,,0.035,0.6,48.3,,0.082,0.903,-0.066,48.065,0.04,43.4,1.0
16,BNW,327,8700,0,17.5,-0.8,0.8,7.0,0.0,0.046,0.028,5.2,,,,1.2,1.0,0.159,,0.082,0.4,1.9,0.113,0.134,-0.392,-0.049,-0.191,0.05,0.0,
17,NDW,325,9500,0,10.6,-0.6,0.9,7.3,0.0,0.081,0.061,-7.8,,,,1.2,0.9,0.088,,,0.1,1.0,,,,-0.08,,,99.7,
18,PWS,261,6800,0,16.6,-1.6,0.6,7.9,0.0,0.037,0.031,2.8,,,,6.4,6.2,0.47,,0.143,0.2,1.7,0.034,0.034,-0.461,-0.179,-0.266,0.15,8.6,52.0
19,THN,122,3700,0,2.9,0.6,0.3,4.7,0.0,0.109,0.061,3.7,,,,0.8,0.6,0.262,,0.079,0.5,3.4,0.257,0.061,-0.358,-0.073,0.039,0.06,0.0,
20,DNN,12,200,0,0.1,0.0,0.0,1.8,4.5,0.213,0.103,12.2,,,,1.8,1.7,0.491,,0.285,0.6,1.7,0.085,0.035,-0.305,-0.094,0.022,0.08,0.0,
