,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,CTS,1955,13150,2,27.5,-0.3,1.1,16.7,0.0,0.039,0.012,,,,,1.6,1.6,0.491,,,1.7,11.4,-0.083,0.249,,0.333,0.101,0.35,47.7,50.0
1,SSI,28219,18950,1,17.4,-0.4,1.3,14.4,0.0,0.089,0.031,,,,,1.6,1.6,0.526,,0.173,1.2,8.6,0.079,0.169,-0.304,0.002,-0.15,0.0,47.0,30.0
2,VND,17354,14250,2,14.2,-0.3,1.2,12.1,0.0,0.1,0.032,,,,,1.6,1.6,0.244,,,1.3,7.5,0.205,0.411,,0.415,-0.055,0.0,48.2,43.0
3,VCI,11911,27350,2,13.7,-0.3,1.8,9.8,0.0,0.133,0.056,,,,,1.9,1.9,0.349,,0.036,1.0,3.8,0.058,0.155,-0.768,0.526,0.207,0.05,52.1,60.0
4,HCM,10973,24000,1,12.9,-0.5,1.4,14.1,0.01,0.112,0.043,,,,,2.0,2.0,0.279,,0.141,0.9,10.1,0.09,0.205,-0.241,0.168,0.05,0.05,52.0,56.0
5,SHS,6912,8500,1,42.6,-0.5,0.7,19.2,0.0,0.021,0.015,,,,,7.9,7.9,0.385,,0.233,0.0,4.4,-0.152,0.072,0.611,1.05,0.756,0.05,47.6,35.0
6,MBS,5138,13500,2,10.0,-0.8,1.1,10.6,0.0,0.13,0.047,,,,,1.7,1.7,0.679,,0.178,1.2,5.5,0.846,0.185,-0.402,-0.056,0.187,0.05,48.1,34.0
7,VIX,4028,6920,1,12.9,-0.2,0.5,4.9,0.0,0.054,0.048,,,,,28.5,28.5,,,,0.0,0.3,0.318,0.251,,0.301,-0.191,-0.1,46.3,32.0
8,FTS,3677,18850,2,11.5,-0.2,1.1,9.1,0.0,0.101,0.043,,,,,2.6,2.6,0.613,,0.418,0.4,2.5,0.122,0.219,,2.999,-0.27,-0.15,48.6,38.0
9,BSI,3315,17700,2,29.5,-0.4,0.8,7.9,0.0,0.037,0.019,,,,,4.5,4.5,0.316,,0.066,0.2,5.4,-0.085,0.139,-0.136,-0.025,1.854,0.4,47.4,33.0
10,TVS,2511,23000,-1,26.7,-0.3,1.4,10.2,0.0,0.053,0.011,,,,,1.3,1.3,0.509,,0.138,1.7,6.3,-0.169,0.198,1.679,0.388,0.714,0.4,48.9,44.0
11,PHS,1875,12500,-1,31.3,-0.5,1.2,16.2,0.0,0.037,0.014,,,,,1.7,1.7,0.566,,0.227,1.1,8.6,0.282,0.331,,-0.126,,,31.7,21.0
12,ORS,1786,8930,2,11.9,-0.4,0.8,3.4,0.0,0.067,0.026,,,,,4.7,4.7,0.203,,,0.0,0.4,,1.735,,0.295,-0.055,0.24,48.6,32.0
13,AGR,1702,7900,2,11.6,-0.2,0.7,10.4,0.0,0.059,0.053,,,,,8.8,8.8,0.834,,0.465,0.1,1.1,0.175,0.147,0.464,0.128,3.529,1.2,49.7,43.0
14,VDS,1552,7390,1,-17.5,0.1,0.8,-10.2,0.0,-0.048,-0.021,,,,,2.0,2.0,0.026,,0.076,0.2,-2.3,,0.184,-0.537,0.049,-0.802,-0.37,44.4,27.0
15,APG,967,6610,2,-4.7,0.0,0.6,-4.4,0.0,-0.164,-0.151,,,,,22.9,22.9,,,,0.0,0.0,,0.616,,-0.91,1.073,1.2,60.8,72.0
16,EVS,927,9000,2,12.2,-0.1,0.5,9.1,0.0,0.04,0.027,,,,,4.6,4.6,0.661,,0.479,0.1,1.3,,0.66,,0.914,-0.728,0.0,34.8,6.0
17,SBS,738,5033,0,-10.3,0.0,2.1,-13.7,0.0,-0.257,-0.104,,,,,2.1,2.1,,,,0.0,0.0,,-0.017,,0.039,0.021,0.05,43.1,24.0
18,TCI,723,7164,2,10.1,-0.2,0.6,8.2,0.0,0.06,0.049,,,,,6.4,6.4,0.349,,0.081,0.0,1.3,,,-0.703,0.171,-0.279,-0.27,44.5,41.0
19,TVB,434,3870,1,25.0,-0.3,0.4,5.9,0.0,0.013,0.011,,,,,10.0,10.0,,,,0.0,1.4,0.059,0.444,,0.405,-0.737,-0.54,47.7,50.0
