,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,PET,2125,21500,2,15.7,-0.5,1.1,10.0,0.0,0.074,0.015,1.3,,,,1.1,0.8,0.055,,0.0,2.1,7.2,-0.01,0.105,-0.99,0.061,-0.414,0.02,53.6,55.0
1,MWG,59706,40800,1,14.6,-0.9,2.5,7.4,0.0,0.185,0.069,2.9,,,,1.7,0.7,0.259,,0.02,0.7,2.0,0.132,0.15,-0.317,-0.044,0.112,0.05,37.9,24.0
2,FRT,8494,71700,1,21.8,-1.8,4.2,23.1,0.0,0.213,0.037,2.1,,,,1.1,0.3,0.157,,0.011,2.6,10.1,,,0.118,0.097,0.147,0.2,48.4,49.0
3,DGW,6307,37750,1,9.2,2.3,2.6,9.4,0.0,0.327,0.106,5.0,,,,1.5,0.7,0.115,,0.038,0.8,1.9,0.539,0.42,-0.136,-0.328,-0.09,0.1,40.7,16.0
4,SAS,3555,26636,0,16.9,0.0,2.3,17.3,0.038,0.143,0.117,13194.0,,,,2.3,1.8,0.542,,0.159,0.0,0.0,-0.063,-0.1,1.509,0.348,28.554,3.2,50.6,58.0
5,AST,2592,57600,2,112.0,-0.9,6.6,36.5,0.0,0.06,0.043,33.4,,,,3.0,2.6,0.546,,0.083,0.1,0.6,-0.309,-0.017,0.396,0.168,6.076,1.0,58.0,76.0
6,PSD,622,15600,0,5.5,-0.3,1.2,8.9,0.051,0.237,0.037,1.5,,,,1.1,0.7,0.051,,0.006,4.1,8.1,0.112,0.062,-0.587,-0.215,-0.015,0.05,51.2,58.0
7,COM,492,34850,-1,384.9,-4.0,1.1,57.2,0.043,0.003,0.002,,,,,3.0,1.8,0.02,,,0.0,0.0,-0.578,0.046,,-0.105,-0.017,0.05,54.7,49.0
8,ABS,464,5800,1,17.0,-0.3,0.5,13.6,0.0,0.029,0.017,-1.3,,,,1.9,1.9,0.05,,0.015,0.6,7.0,-0.013,0.233,0.795,2.972,-0.666,0.05,45.3,21.0
9,SBV,292,10700,-1,118.9,-1.2,0.6,12.7,0.0,0.005,0.003,1.3,,,,2.0,1.7,0.138,,0.004,0.2,4.2,-0.315,-0.051,-0.908,-0.177,-0.502,-0.05,29.5,56.0
10,BSC,41,13000,0,21.9,0.0,1.1,46.5,0.0,0.049,0.046,,,,,13.2,13.2,0.691,,0.388,0.0,0.0,0.158,-0.2,1.03,-0.08,,,1.2,
