,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,VTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,IPA,2502,11700,1,23.5,-0.3,0.7,47.9,0.0,0.031,0.012,0.1,,,,4.0,4.0,0.529,,,1.2,28.5,-0.133,-0.358,,0.042,-0.633,0.08,45.0,24.0
2,TV2,1513,22400,2,19.7,-0.3,1.1,13.8,0.0,0.056,0.021,11.3,,,,1.3,1.3,0.158,,0.121,0.1,1.4,-0.186,-0.064,2.418,-0.284,-0.349,-0.45,51.1,58.0
3,HSA,407,47000,0,12.4,0.1,2.4,,0.0,0.329,0.187,-1.4,,,,2.2,2.2,,,,0.8,-17.0,,,6.942,,-0.686,0.055,25.8,78.0
4,VNC,363,34600,2,10.1,0.7,1.3,4.0,0.0,0.137,0.099,50.5,,,,2.5,2.4,0.198,,0.049,0.0,0.1,0.021,0.039,-0.057,0.108,-0.023,0.055,49.8,32.0
5,TV1,326,12200,0,27.3,50.6,1.1,7.6,0.0,0.04,0.009,2.5,,,,0.9,0.6,0.276,,0.031,1.7,5.6,0.313,-0.02,1.966,0.328,-9.055,-0.1,54.5,64.0
6,TV4,249,12600,-2,6.0,0.3,1.0,5.1,0.0,0.176,0.109,,,,,1.8,1.7,0.271,,0.119,0.0,0.0,0.107,0.078,0.186,3.934,0.038,0.08,35.7,48.0
7,ABR,194,9700,-1,6.7,0.1,0.7,5.0,0.0,0.108,0.084,,,,,2.3,2.3,0.56,,0.318,0.0,0.0,1.075,0.296,0.063,0.035,0.326,0.1,38.7,31.0
8,PPS,171,11400,-1,9.4,1.0,0.9,6.2,0.0,0.097,0.042,,,,,1.6,1.5,0.199,,0.087,0.0,0.0,-0.066,-0.283,5.805,2.032,0.17,0.04,57.8,52.0
9,VQC,62,5900,0,3.2,0.2,0.2,6.4,0.0,0.078,0.061,,,,,4.5,4.5,0.324,,0.073,0.0,0.0,-0.109,0.1,-0.117,-0.177,,,58.3,
10,SDC,24,9100,0,13.9,-0.5,0.5,12.4,0.0,0.032,0.019,-2.3,,,,2.2,1.5,0.206,,0.033,0.1,1.3,-0.142,-0.114,0.032,0.162,,,98.8,
11,PPE,19,9400,0,10.1,0.1,1.8,12.4,0.0,0.197,0.101,,,,,2.3,2.3,,,,0.0,0.0,,0.374,-0.85,,,,28.8,
