,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,VBB,5298,11090,-1,10.2,4.5,0.8,,0.0,0.086,0.005,,,0.018,0.037,,,,,,16.9,,0.653,0.758,-0.221,0.035,0.833,0.095,62.3,75.0
1,VCB,440124,93000,-1,14.7,0.4,3.2,,0.0,0.24,0.019,,,0.034,0.007,,,,,,12.1,,0.269,0.183,0.637,0.117,0.091,0.168,55.4,70.0
2,BID,230922,45650,1,12.7,0.2,2.2,,0.0,0.199,0.009,,,0.029,0.012,,,,,,19.3,,0.218,0.123,-0.207,0.007,-0.023,0.124,56.5,80.0
3,CTG,135762,28250,1,8.0,0.4,1.3,,0.0,0.169,0.01,,,0.03,0.012,,,,,,15.7,,0.179,0.146,0.276,-0.005,0.099,0.087,45.5,53.0
4,VPB,117145,17450,2,6.4,0.1,1.1,,0.0,0.207,0.031,,,0.075,0.057,,,,,,5.1,,0.231,0.182,-0.393,-0.052,-0.091,0.036,46.6,52.0
5,TCB,96021,27300,1,4.8,0.4,0.8,,0.0,0.197,0.032,,,0.053,0.009,,,,,,5.2,,0.256,0.2,-0.331,-0.088,0.296,0.228,48.1,47.0
6,ACB,84942,25150,2,6.2,0.1,1.5,,0.0,0.265,0.024,,,0.043,0.007,,,,,,9.4,,0.452,0.203,-0.2,0.118,0.101,0.137,54.8,72.0
7,MBB,80025,17650,1,4.6,0.1,1.0,,0.0,0.258,0.026,,,0.057,0.011,,,,,,8.2,,0.378,0.269,-0.296,0.07,0.155,0.188,43.1,39.0
8,SSB,65392,32050,2,16.1,0.3,2.5,,0.0,0.181,0.018,,,0.033,0.016,,,,,,7.8,,,,-0.132,0.05,-0.102,0.041,47.3,68.0
9,STB,47884,25400,2,9.5,0.2,1.2,,0.0,0.138,0.009,,,0.033,0.01,,,,,,14.3,,0.337,0.248,0.445,0.11,0.529,0.106,54.8,71.0
10,HDB,44520,17700,2,5.7,0.2,1.1,,0.0,0.235,0.02,,,0.05,0.017,,,,,,9.7,,0.347,0.24,-0.139,0.088,0.094,0.091,49.0,64.0
11,VIB,44472,21100,1,5.3,0.2,1.4,,0.047,0.297,0.026,,,0.047,0.025,,,,,,9.5,,0.498,0.346,-0.007,0.013,0.161,0.186,49.8,54.0
12,TPB,37962,24000,2,6.1,0.2,1.2,,0.0,0.215,0.02,,,0.04,0.008,,,,,,9.2,,0.454,0.34,-0.112,-0.027,0.074,0.124,53.4,59.0
13,SHB,30669,10000,1,4.0,0.1,0.7,,0.0,0.196,0.015,,,0.036,0.025,,,,,,11.9,,0.38,0.246,-0.815,-0.115,0.066,0.091,44.7,40.0
14,EIB,26556,18000,0,9.0,0.0,1.3,,0.0,0.154,0.017,,,0.033,0.018,,,,,,8.0,,0.291,0.136,-0.606,0.104,-0.091,0.117,37.4,23.0
15,MSB,24800,12400,2,5.4,0.4,0.9,,0.0,0.19,0.022,,,0.044,0.017,,,,,,7.0,,1.068,0.269,-0.358,-0.061,0.088,0.195,47.0,45.0
16,LPB,24726,14300,2,5.5,0.1,1.0,,0.0,0.221,0.015,,,0.04,0.015,,,,,,12.6,,0.269,0.227,-0.323,0.065,0.131,0.124,53.7,70.0
17,OCB,21987,16050,-4,6.3,-0.3,0.9,,0.0,0.149,0.019,,,0.039,0.022,,,,,,6.7,,0.339,0.257,0.914,0.279,0.014,0.083,36.9,29.0
18,BAB,13563,14500,1,15.8,0.9,1.4,,0.0,0.091,0.007,,,0.021,0.005,,,,,,12.1,,0.074,0.099,0.256,0.308,0.107,0.071,69.8,73.0
19,NAB,8204,9693,0,4.6,0.2,0.6,,0.0,0.171,0.011,,,0.032,0.013,,,,,,13.0,,0.499,0.288,-0.482,0.26,0.302,0.112,50.3,58.0
20,ABB,7434,7901,0,5.8,-0.3,0.6,,0.0,0.104,0.01,,,0.023,0.029,,,,,,9.0,,0.227,0.108,,7.051,0.062,0.274,38.3,29.0
