,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,PGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GVR,57600,14400,1,15.1,-1.5,1.2,10.3,0.0,0.079,0.049,6.8,,,,2.3,1.9,0.187,,0.101,0.1,1.3,0.019,0.048,0.092,0.541,0.035,0.05,46.3,37.0
2,PHR,5555,41000,1,6.3,0.1,1.7,15.7,0.098,0.283,0.144,13.6,,,,2.4,2.1,0.229,,0.726,0.1,0.9,0.222,0.007,2.445,0.103,0.426,-0.15,46.5,48.0
3,AAA,3479,9100,1,22.3,-0.5,0.6,13.1,0.0,0.03,0.015,-2.9,,,,1.8,1.2,0.01,,,0.5,6.7,-0.07,0.303,,0.038,0.218,0.15,66.8,75.0
4,BRR,2348,20870,0,16.1,-71.0,1.7,35.7,0.0,0.109,0.092,,,,,1.2,0.9,0.262,,0.285,0.0,0.0,0.097,0.017,3.271,1.002,-0.042,0.1,50.9,66.0
5,DPR,2232,51900,1,9.3,-0.2,0.9,6.8,0.039,0.104,0.059,529.9,,,,6.2,5.5,0.243,,0.138,0.0,0.1,0.024,0.027,-0.382,0.12,0.042,0.12,39.1,40.0
6,NNG,1795,22000,0,114.9,-1.4,1.5,15.5,0.0,0.012,0.008,-17.9,,,,1.4,1.0,0.191,,,0.4,3.4,0.075,0.065,,-0.071,0.668,0.05,57.7,66.0
7,RTB,1759,20000,0,9.0,-0.3,1.2,7.1,0.0,0.136,0.07,7.0,,,,2.1,1.4,0.358,,0.085,0.1,1.0,-0.029,0.169,3.504,0.246,0.079,0.05,45.7,24.0
8,HRC,1689,55900,-2,172.0,-3.1,3.1,-1886.5,0.0,0.018,0.012,-0.2,,,,0.3,0.2,0.073,,0.072,0.4,-252.7,0.028,0.011,7.439,0.856,-0.094,-0.02,53.4,62.0
9,DRG,1091,7000,1,30.1,-0.5,0.7,6.2,0.0,0.023,0.013,3.3,,,,0.7,0.4,0.248,,0.013,0.3,2.1,,,,0.233,0.164,0.1,49.4,41.0
10,NHH,1031,14150,1,9.2,0.2,0.8,6.0,0.0,0.115,0.052,4.5,,,,1.3,1.0,0.166,,0.057,0.5,2.8,0.142,0.218,0.087,0.02,0.405,0.12,46.9,47.0
11,TRC,757,26000,-2,10.5,-0.6,0.5,9.1,0.038,0.046,0.036,9.8,,,,1.8,1.5,0.248,,0.144,0.2,2.5,-0.13,0.052,1.147,0.464,0.043,0.12,34.0,23.0
12,SBR,570,7000,0,15.3,-0.4,0.7,42.9,0.0,0.046,0.036,,,,,2.1,1.9,0.219,,0.294,0.0,0.0,,,18.908,0.061,-0.378,0.05,32.2,63.0
13,DRI,551,7533,0,9.2,-0.4,1.0,3.5,0.0,0.091,0.064,18.9,,,,1.5,0.8,0.449,,0.184,0.2,1.1,-0.162,-0.027,,0.414,0.289,0.05,50.3,22.0
14,HII,309,4200,0,-6.2,0.0,0.4,-17.3,0.0,-0.073,-0.022,-9.0,,,,1.2,0.8,,,,0.8,-9.8,,0.516,,0.34,-0.071,0.25,45.2,32.0
15,PLP,308,4400,0,15.1,-0.2,0.4,9.0,0.0,0.028,0.008,0.6,,,,1.2,0.8,0.097,,,1.1,5.8,-0.294,0.555,,0.364,-0.503,0.3,45.7,43.0
16,RDP,306,6230,-4,24.7,-0.4,0.7,8.5,0.0,0.028,0.005,1.2,,,,1.2,0.5,0.083,,0.0,1.9,6.0,,0.165,-0.512,-0.075,-0.787,0.04,43.7,70.0
17,HCD,242,7650,1,6.0,-0.4,0.6,9.7,0.0,0.102,0.062,3.6,,,,1.6,0.7,0.091,,0.066,0.4,3.5,0.126,0.065,1.242,-0.128,0.047,0.08,61.8,
18,DAG,228,3820,1,19.9,0.7,0.3,9.6,0.0,0.017,0.005,1.1,,,,1.2,0.4,0.067,,0.0,1.8,7.6,-0.341,0.064,-0.98,-0.12,0.491,0.05,46.0,28.0
19,TPC,161,7160,0,10.8,-6.8,0.5,12.5,0.0,0.044,0.022,2.3,,,,1.5,0.7,0.084,,0.021,0.7,7.1,-0.126,0.07,1.557,-0.082,-0.373,-0.05,54.6,76.0
