,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,HMC,288,10550,1,91.9,-0.9,0.8,28.8,0.0,0.007,0.003,-1.3,,,,1.4,0.6,,,,1.2,14.4,-0.478,0.043,,-0.222,-0.46,0.055,51.9,59.0
1,HPG,121529,20900,1,14.3,-0.2,1.3,8.8,0.0,0.091,0.049,-2.1,,,,1.3,0.7,,,,0.6,2.9,0.012,0.251,,-0.243,-0.756,-0.05,51.9,56.0
2,HSG,9300,15550,2,-8.7,0.1,0.9,35.2,0.0,-0.1,-0.055,-12.7,,,,1.6,0.5,0.02,,,0.3,11.6,,0.076,,-0.003,-0.759,-0.05,56.4,69.0
3,NKG,3975,15100,1,-59.6,0.6,0.7,16.3,0.0,-0.012,-0.005,-4.1,,,,1.3,0.4,,,,1.0,8.4,,0.128,,-0.028,-0.536,-0.01,55.2,57.0
4,TVN,3648,5380,1,-4.4,0.0,0.4,54.6,0.0,-0.091,-0.033,0.1,,,,1.0,0.5,0.038,,,0.8,38.1,,0.142,,-0.057,-1.614,-0.05,48.6,40.0
5,SHI,2266,14000,1,38.9,-2.2,1.3,14.5,0.0,0.041,0.009,1.1,,,,1.2,0.8,0.102,,0.012,1.9,7.5,-0.102,0.175,,0.266,1.402,0.1,31.8,38.0
6,DTL,1667,27500,0,-13.8,0.0,1.8,21.2,0.0,-0.121,-0.057,-2.2,,,,1.2,0.4,,,,1.2,6.0,,-0.126,,2.629,0.231,-0.4,53.2,64.0
7,POM,1448,5200,0,-1.2,0.0,0.6,-11.9,0.0,-0.385,-0.101,-1.9,,,,0.5,0.4,,,,2.5,-10.0,,0.026,,-0.394,0.203,0.15,42.2,31.0
8,TIS,874,4753,0,-90.8,0.8,0.5,20.1,0.0,-0.005,-0.001,0.5,,,,0.4,0.1,0.062,,,2.4,17.1,,0.038,,-0.166,5.742,0.344,44.0,44.0
9,SMC,762,10350,1,-1.3,0.0,0.4,-16.2,0.0,-0.283,-0.066,-6.0,,,,1.0,0.8,,,,2.1,-14.9,,0.128,,-0.259,-0.724,0.1,50.8,36.0
10,TLH,729,7140,1,134.2,-1.4,0.4,12.1,0.0,0.003,0.001,-1.9,,,,1.6,0.3,,,,0.8,7.1,-0.563,0.014,,0.433,-0.466,0.05,56.1,58.0
11,VGS,615,12700,1,6.2,-0.3,0.7,8.4,0.0,0.114,0.047,1.9,,,,1.2,0.9,0.02,,0.008,0.7,4.4,0.07,0.072,2.541,0.213,-0.076,0.02,53.3,56.0
12,CBI,392,9105,1,50.5,-0.5,0.9,6.1,0.0,0.018,0.004,0.4,,,,0.6,0.1,0.037,,,2.2,4.4,0.275,-0.005,,0.031,-5.973,0.25,68.9,44.0
13,TTS,361,7100,0,132.7,-1.9,1.2,7.9,0.0,0.009,0.002,0.7,,,,0.6,0.5,0.011,,,1.5,4.6,-0.35,0.354,,-0.377,1.706,0.05,53.3,67.0
14,TNA,298,6050,-3,13.4,3.0,0.5,12.3,0.0,0.038,0.009,0.3,,,,1.1,0.6,0.02,,,2.1,11.6,-0.259,0.091,,-0.043,0.572,0.11,42.5,20.0
15,TNI,151,2880,1,48.4,-0.4,0.3,8.4,0.0,0.006,0.003,-11.5,,,,1.5,0.9,,,,0.6,5.2,-0.294,0.104,,-0.6,-0.283,0.05,38.1,
16,SHA,135,4050,1,7.5,5.7,0.3,8.9,0.0,0.045,0.018,1.1,,,,1.3,0.6,0.139,,0.015,1.2,7.3,-0.126,0.044,-0.136,-0.052,-0.21,0.24,57.7,
17,ITQ,80,2500,0,-4.3,0.0,0.2,-15.7,0.0,-0.062,-0.035,-8.4,,,,1.9,0.9,,,,0.4,-7.8,,0.106,,1.178,,,44.3,27.0
18,KVC,69,1400,0,-5.8,0.1,0.1,7.7,0.0,-0.025,-0.019,-1.7,,,,2.5,0.5,,,,0.2,4.9,,-0.17,,0.14,,,38.4,12.0
19,HLA,21,598,0,-0.2,0.0,0.0,-73.7,0.0,0.087,-0.579,-0.1,,,,0.0,0.0,,,,-0.4,-71.6,,-0.417,,0.152,,,57.5,47.0
