,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,DCM,12494,23600,1,2.9,0.0,1.2,2.1,0.0,0.469,0.341,2589.8,,,,4.0,3.2,0.286,,0.224,0.0,0.1,0.466,0.226,0.375,0.348,1.237,0.4,32.2,18.0
1,DGC,19103,50300,2,3.4,0.0,1.8,3.2,0.06,0.675,0.514,171.8,,,,4.4,4.0,0.414,,0.332,0.0,0.1,1.125,0.874,-0.27,-0.158,1.503,0.6,33.9,27.0
2,DPM,13638,34850,-1,2.4,0.0,1.0,1.7,0.115,0.459,0.353,63.6,,,,4.5,3.2,0.42,,0.294,0.1,0.1,0.517,0.184,0.15,0.004,0.642,0.45,33.7,29.0
3,PLC,2586,32000,1,19.4,-1.3,2.1,9.2,0.038,0.102,0.028,3.4,,,,1.1,0.7,0.124,,0.009,1.4,3.4,-0.049,0.113,0.041,0.459,0.086,0.2,62.6,68.0
4,DHB,2395,8800,0,1.3,0.0,-9.5,1.7,0.0,-1.571,0.228,1.6,,,,0.2,0.1,0.332,,0.074,-12.8,1.5,,0.204,-0.755,-0.343,531.056,0.5,36.1,41.0
5,PAT,2181,87240,-2,2.3,0.0,2.8,2.2,0.0,1.481,0.877,296.2,,,,1.9,1.7,0.334,,0.262,0.1,0.2,,,-0.086,-0.04,,,55.0,56.0
6,LTG,2131,26440,2,5.2,-2.6,0.7,5.1,0.0,0.135,0.05,5.3,,,,1.1,0.8,0.239,,0.068,1.2,3.4,-0.015,0.061,2.279,0.119,-0.112,0.1,49.0,50.0
7,VFG,1464,35100,-1,6.2,0.1,1.3,4.0,0.057,0.221,0.102,31.7,,,,1.5,0.8,0.251,,0.078,0.2,0.3,0.102,0.064,0.1,0.077,0.132,0.1,36.4,40.0
8,DDV,1224,8376,0,3.4,0.0,0.7,2.4,0.06,0.224,0.18,3.3,,,,3.5,2.1,0.031,,0.009,0.1,0.2,0.891,0.106,-0.875,0.089,0.14,0.15,41.5,28.0
9,CSV,1220,27600,1,3.5,0.1,0.9,1.9,0.036,0.286,0.222,47.3,,,,4.3,3.0,0.226,,0.089,0.1,0.2,0.08,0.075,-0.575,-0.155,-0.046,0.03,35.7,18.0
10,BFC,943,16500,2,6.6,-0.2,0.9,5.9,0.0,0.131,0.035,2.1,,,,1.2,0.4,0.088,,0.009,1.5,3.9,-0.124,0.064,1.699,-0.171,-0.058,0.1,45.0,39.0
11,LAS,925,8200,0,10.5,0.3,0.7,9.1,0.0,0.066,0.038,4.9,,,,2.1,0.8,0.195,,0.028,0.4,4.4,-0.102,-0.041,1.144,0.219,0.232,0.2,48.7,28.0
12,TSC,744,3780,3,-17.6,0.1,0.4,49.4,0.0,-0.023,-0.017,-22.3,,,,7.0,6.6,0.315,,,0.0,4.7,,0.017,,-0.284,-0.679,0.15,54.8,50.0
13,SFG,397,8290,1,8.9,0.3,0.6,13.2,0.0,0.075,0.036,-3.5,,,,1.9,0.6,,,,0.4,5.8,-0.133,-0.034,,-0.633,0.146,0.15,28.4,61.0
14,VAF,388,10300,0,10.2,0.3,0.8,6.4,0.0,0.081,0.06,,,,,3.9,1.2,0.391,,0.041,0.0,0.0,-0.08,-0.006,0.502,0.266,0.694,-0.05,48.0,80.0
15,HAI,289,1580,0,11.9,-0.1,0.2,281.6,0.0,0.016,0.01,-0.1,,,,3.1,2.7,0.254,,,0.1,116.5,-0.088,-0.343,,-0.199,-1.028,0.147,27.5,18.0
16,SJF,252,3180,2,-31.4,0.2,0.3,-16.3,0.0,-0.01,-0.007,-1.0,,,,3.6,3.3,,,0.077,0.1,-5.3,,-0.286,-0.593,-0.622,-0.232,0.1,40.9,39.0
17,VPS,221,9020,1,12.8,0.5,0.7,5.1,0.0,0.053,0.035,37.0,,,,2.3,1.7,0.28,,0.047,0.1,0.8,-0.156,-0.057,1.488,0.613,0.06,-0.1,54.1,38.0
18,QBS,136,1960,1,-3.1,0.0,0.2,-4.4,0.0,-0.074,-0.046,-23.7,,,,7.1,6.5,0.005,,,0.1,-5.0,,-0.366,,-0.376,-0.865,-0.15,45.4,33.0
19,PSW,131,7700,1,11.7,-0.1,0.6,15.2,0.0,0.05,0.035,-21.8,,,,3.8,1.7,0.001,,,0.0,0.0,0.024,0.114,,0.343,0.006,-0.079,42.6,
