,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,29/12/22,2022,0.08,cash
1,28/04/22,2021,0.15,cash
2,14/01/21,2020,0.15,cash
3,30/12/19,2019,0.15,cash
4,14/05/19,2018,0.05,cash
5,10/01/19,2018,0.15,cash
6,19/04/18,2017,0.05,cash
7,27/02/18,2017,0.1,cash
8,11/04/17,2016,0.05,cash
9,21/12/16,2016,0.1,cash
10,11/05/16,2015,0.05,cash
11,12/01/16,2015,0.1,cash
12,08/04/15,2014,0.08,cash
13,12/01/15,2014,0.1,cash
14,04/04/14,2013,0.11,cash
15,11/12/13,2013,0.1,cash
16,31/12/12,2012,0.2,cash
