,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/12/22,2021,0.3,cash
1,11/07/22,2021,0.4,cash
2,31/12/21,2020,0.2,cash
3,25/06/21,2020,0.2,cash
4,11/01/21,2019,0.25,cash
5,01/10/20,2019,0.15,cash
6,13/12/19,2018,0.15,cash
7,07/03/19,2018,0.15,cash
8,02/10/18,2018,0.15,share
9,09/01/18,2017,0.15,cash
10,25/08/17,2016,0.15,cash
11,05/01/17,2016,0.15,cash
12,15/07/16,2015,0.2,cash
13,26/11/15,2015,0.1,cash
14,10/08/15,2014,0.15,cash
15,22/12/14,2014,0.15,cash
16,15/04/14,2013,0.15,cash
17,01/08/13,2012,0.15,cash
18,01/08/13,2013,0.15,cash
19,05/12/12,2012,0.2,share
