,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/12/22,2022,0.1,cash
1,19/09/22,2021,0.18,cash
2,02/07/21,2020,0.1,cash
3,18/12/20,2020,0.1,cash
4,17/07/20,2019,0.12,cash
5,23/12/19,2019,0.1,cash
6,23/05/19,2018,0.12,cash
7,29/05/18,2017,0.18,cash
8,08/06/17,2016,0.12,cash
9,28/07/16,2015,0.12,cash
10,20/05/15,2014,0.16,cash
11,24/12/13,2012,0.05,cash
12,25/09/13,2012,0.05,cash
13,24/09/12,2011,0.08,cash
14,21/06/12,2011,0.07,cash
15,18/08/11,2010,0.07,cash
16,29/12/10,2010,0.08,cash
