,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,16/12/22,2022,0.08,cash
1,21/06/22,2021,0.3,cash
2,23/09/21,2020,0.123,cash
3,07/06/21,2020,0.45,cash
4,09/03/21,2020,0.15,cash
5,17/06/20,2019,0.15,cash
6,20/12/19,2019,0.15,cash
7,29/05/19,2018,0.15,cash
8,18/12/18,2018,0.15,cash
9,14/05/18,2017,0.15,cash
10,21/11/17,2017,0.12,cash
11,19/05/17,2016,0.21,cash
12,29/12/16,2016,0.06,cash
13,16/05/16,2015,0.25,cash
14,12/06/15,2014,0.25,cash
15,11/07/14,2013,0.2,cash
16,15/07/13,2012,0.15,cash
17,18/06/12,2011,0.08,cash
18,25/04/11,2010,0.06,cash
19,28/10/10,2010,0.06,cash
