,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,06/07/21,2021,0.1,share
1,27/10/20,2020,0.2,share
2,07/08/18,2017,0.08,cash
3,07/08/18,2018,0.1,share
4,23/08/17,2016,0.05,cash
5,23/08/17,2017,0.07,cash
6,17/11/16,2016,0.1,cash
7,17/08/16,2016,0.15,cash
8,16/06/16,2015,0.15,cash
9,07/01/16,2015,0.15,cash
10,18/06/15,2014,0.15,cash
11,07/01/15,2014,0.15,cash
12,26/05/14,2013,0.15,cash
13,14/11/13,2013,0.15,cash
14,27/05/13,2012,0.18,cash
15,06/11/12,2012,0.12,cash
16,11/05/12,2011,0.17,cash
17,03/10/11,2011,0.12,cash
18,18/05/11,2010,0.39,cash
19,20/09/10,2010,0.11,cash
