,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,19/12/22,2022,0.1,cash
1,30/05/22,2021,0.2,cash
2,30/12/21,2021,0.1,cash
3,04/06/21,2020,0.14,cash
4,27/01/21,2020,0.1,cash
5,10/07/20,2019,0.14,cash
6,19/12/19,2019,0.1,cash
7,17/05/19,2018,0.15,cash
8,28/12/18,2018,0.15,cash
9,08/05/18,2017,0.25,cash
10,16/01/18,2017,0.15,cash
11,17/03/17,2016,0.12,cash
12,09/02/17,2016,0.12,cash
13,31/08/16,2016,0.5,share
14,31/12/15,2015,0.25,cash
15,31/10/14,2014,0.25,share
16,30/06/09,2009,1.295,share
17,30/06/07,2007,0.4,share
