,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,05/05/22,2021,0.09,cash
1,04/05/21,2020,0.09,cash
2,15/05/20,2019,0.05,cash
3,06/12/19,2019,0.05,cash
4,15/05/19,2018,0.09,cash
5,06/06/18,2017,0.05,cash
6,06/06/18,2018,0.02,cash
7,08/11/17,2017,0.03,cash
8,10/05/17,2016,0.02,cash
9,10/05/17,2017,0.03,cash
10,21/11/16,2016,0.07,cash
11,11/05/16,2015,0.05,cash
12,11/05/16,2016,0.02,cash
13,26/10/15,2015,0.06,cash
14,12/05/15,2014,0.04,cash
15,12/05/15,2015,0.02,cash
16,06/11/14,2014,0.05,cash
17,23/04/14,2013,0.02,cash
18,23/04/14,2014,0.03,cash
19,27/12/13,2013,0.04,cash
