,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,09/06/22,2021,0.15,cash
1,23/06/21,2020,0.1,cash
2,13/08/20,2019,0.08,cash
3,17/07/19,2018,0.05,cash
4,01/11/18,2018,0.1,cash
5,15/06/18,2017,0.08,cash
6,24/10/17,2017,0.1,cash
7,05/06/17,2016,0.08,cash
8,17/11/16,2016,0.1,cash
9,25/05/16,2015,0.06,cash
10,25/05/16,2016,0.15,cash
11,18/11/15,2015,0.1,cash
12,21/05/15,2014,0.05,cash
13,17/03/15,2014,0.1,cash
14,20/05/14,2013,0.15,cash
15,13/05/13,2012,0.12,cash
16,28/05/12,2011,0.11,cash
17,22/12/11,2011,0.12,cash
18,20/04/11,2010,0.11,cash
19,29/03/11,2011,0.1,share
