,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/06/22,2021,0.5,cash
1,14/06/22,2022,0.5,share
2,29/03/21,2020,0.4,cash
3,25/05/20,2019,0.35,cash
4,29/08/19,2018,0.4,cash
5,06/09/18,2018,0.2,cash
6,19/06/18,2017,0.27,cash
7,27/06/17,2016,0.34,cash
8,04/07/16,2015,0.45,cash
9,15/03/16,2015,0.2,cash
10,21/05/15,2014,0.4,cash
11,18/06/14,2013,0.4,cash
12,14/05/13,2012,0.35,cash
13,20/11/12,2012,0.2,cash
14,11/05/12,2011,0.52,cash
15,24/05/11,2011,0.55,share
16,15/12/09,2009,0.1,cash
17,17/06/09,2008,0.062,cash
18,17/06/09,2009,0.062,cash
19,08/12/08,2008,0.1,cash
