,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,12/05/22,2021,0.2,cash
1,13/05/21,2020,0.2,cash
2,14/07/20,2019,0.2,cash
3,15/05/19,2018,0.2,cash
4,21/08/18,2017,0.1,cash
5,09/05/17,2016,0.2,cash
6,19/04/16,2015,0.2,cash
7,22/04/15,2014,0.2,cash
8,16/04/14,2013,0.2,cash
9,23/04/13,2012,0.2,cash
10,18/04/12,2011,0.2,cash
11,29/04/11,2010,0.07,cash
12,03/03/11,2010,0.1,cash
13,05/05/10,2009,0.05,cash
14,31/12/08,2008,0.15,cash
15,29/05/08,2008,0.09,share
16,31/12/07,2007,0.2,cash
17,31/12/06,2006,0.14,cash
