,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,17/08/22,2022,0.2,share
1,28/06/22,2021,0.05,cash
2,10/11/21,2021,0.05,share
3,16/11/20,2019,0.05,cash
4,13/06/19,2018,0.1,cash
5,20/09/18,2017,0.05,cash
6,29/11/17,2017,0.1,cash
7,25/05/17,2016,0.1,cash
8,17/11/16,2016,0.1,cash
9,02/06/16,2015,0.05,cash
10,14/10/15,2015,0.15,cash
11,20/05/15,2014,0.15,cash
12,16/09/14,2014,0.1,cash
13,12/06/14,2013,0.15,cash
14,14/01/14,2013,0.06,cash
15,28/05/13,2012,0.05,cash
16,28/05/12,2011,0.1,cash
17,14/11/11,2011,0.1,cash
18,20/06/11,2010,0.1,cash
19,04/08/10,2010,0.1,cash
