,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/09/22,2021,0.25,cash
1,25/10/21,2020,0.25,cash
2,08/10/20,2019,0.25,cash
3,09/09/19,2018,0.25,cash
4,21/08/18,2017,0.1,cash
5,27/12/17,2017,0.15,cash
6,13/07/17,2016,0.2,cash
7,31/05/16,2015,0.2,cash
8,09/09/15,2014,0.1,cash
9,04/03/15,2014,0.08,cash
10,28/07/14,2013,0.07,cash
11,12/11/13,2013,0.15,cash
12,07/05/13,2012,0.07,cash
13,22/11/12,2012,0.15,cash
14,25/06/12,2011,0.12,cash
15,10/01/12,2011,0.1,cash
16,20/06/11,2010,0.12,cash
17,23/02/11,2010,0.1,cash
18,10/06/10,2009,0.1,cash
19,24/08/09,2009,0.1,cash
