,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,29/12/22,2021,0.03,cash
1,05/04/22,2020,0.035,cash
2,17/09/20,2019,0.06,cash
3,23/09/19,2018,0.01,cash
4,23/09/19,2019,0.03,cash
5,28/03/19,2018,0.05,cash
6,16/08/18,2017,0.07,cash
7,04/04/17,2016,0.07,cash
8,07/06/16,2016,0.075,share
9,09/03/16,2015,0.075,cash
10,11/05/15,2014,0.05,cash
11,11/05/15,2015,0.02,cash
12,05/11/14,2014,0.07,cash
13,28/05/14,2013,0.05,cash
14,28/05/14,2014,0.05,cash
15,20/08/13,2012,0.04,cash
16,20/08/13,2013,0.06,cash
17,07/11/12,2012,0.12,cash
18,25/04/12,2011,0.08,cash
19,29/08/11,2011,0.07,cash
