,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/06/22,2021,0.18,cash
1,08/07/21,2020,0.08,cash
2,04/03/21,2020,0.1,cash
3,27/07/20,2019,0.08,cash
4,22/01/20,2019,0.1,cash
5,06/06/19,2018,0.11,cash
6,20/12/18,2018,0.1,cash
7,07/06/18,2017,0.11,cash
8,04/01/18,2017,0.1,cash
9,05/06/17,2016,0.1,cash
10,29/12/16,2016,0.1,cash
11,03/06/16,2015,0.1,cash
12,16/12/15,2015,0.1,cash
13,27/05/15,2014,0.1,cash
14,03/02/15,2014,0.1,cash
15,28/05/14,2013,0.1,cash
16,06/02/14,2013,0.1,cash
17,29/05/13,2012,0.1,cash
18,30/01/13,2012,0.1,cash
19,17/05/12,2011,0.11,cash
