,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/11/22,2022,0.16,cash
1,19/11/21,2021,0.18,cash
2,17/11/20,2020,0.22,cash
3,19/11/19,2019,0.3,cash
4,11/03/19,2018,0.3,cash
5,30/05/18,2017,0.12,cash
6,26/01/18,2017,0.18,cash
7,22/05/17,2016,0.18,cash
8,19/09/16,2015,0.15,cash
9,19/09/16,2016,0.1,cash
10,21/09/15,2014,0.05,cash
11,21/09/15,2015,0.1,cash
12,16/10/14,2014,0.15,cash
13,16/05/14,2013,0.06,cash
14,06/09/13,2013,0.1,cash
15,13/05/13,2013,0.1,share
16,12/06/12,2012,0.08,cash
17,12/03/12,2011,0.12,cash
18,25/05/11,2010,0.06,cash
19,25/05/11,2011,0.04,cash
