,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,18/11/22,2021,0.2,cash
1,16/12/21,2021,0.15,cash
2,29/07/21,2020,0.15,cash
3,17/12/20,2020,0.25,cash
4,17/12/19,2019,0.5,cash
5,25/09/19,2018,0.1,cash
6,21/12/18,2018,0.4,cash
7,24/10/18,2017,0.3,cash
8,07/08/18,2017,0.2,cash
9,29/11/17,2017,0.1,cash
10,26/09/17,2016,0.2,cash
11,27/06/17,2016,0.2,cash
12,22/11/16,2016,0.1,cash
13,30/08/16,2015,0.15,cash
14,17/06/16,2015,0.2,cash
15,18/12/15,2015,0.15,cash
16,23/03/15,2014,0.15,cash
17,01/12/14,2014,0.15,cash
18,29/07/14,2013,0.1,cash
19,21/04/14,2013,0.15,cash
