,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/12/22,2022,0.3,cash
1,23/08/22,2022,0.15,cash
2,06/05/22,2021,0.227,cash
3,03/12/21,2021,0.15,cash
4,27/08/21,2021,0.15,cash
5,13/05/21,2020,0.178,cash
6,13/05/21,2021,0.022,cash
7,05/01/21,2020,0.2,cash
8,18/09/20,2020,0.15,cash
9,24/04/20,2019,0.092,cash
10,24/04/20,2020,0.058,cash
11,20/12/19,2019,0.2,cash
12,02/10/19,2019,0.2,cash
13,19/04/19,2018,0.09,cash
14,19/04/19,2019,0.06,cash
15,09/01/19,2018,0.2,cash
16,05/09/18,2018,0.15,cash
17,14/05/18,2017,0.3,cash
18,08/01/18,2017,0.2,cash
19,22/08/17,2017,0.2,cash
