,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,11/05/22,2021,0.05,cash
1,29/07/21,2020,0.06,cash
2,21/07/20,2019,0.05,cash
3,14/03/19,2018,0.08,cash
4,23/02/18,2017,0.08,cash
5,09/03/17,2016,0.08,cash
6,23/12/15,2015,0.05,cash
7,17/12/14,2014,0.25,cash
8,04/06/14,2013,0.03,cash
9,14/05/13,2012,0.03,cash
10,11/05/12,2011,0.05,cash
11,16/03/11,2010,0.07,cash
12,29/03/10,2009,0.06,cash
13,09/03/09,2008,0.08,cash
14,22/02/08,2007,0.06,cash
15,17/08/07,2007,0.06,cash
16,07/02/07,2006,0.12,cash
