,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,11/01/23,2022,0.05,cash
1,01/06/22,2021,0.12,cash
2,17/12/21,2021,0.05,cash
3,07/06/21,2020,0.1,cash
4,23/11/20,2020,0.05,cash
5,16/07/20,2019,0.1,cash
6,09/12/19,2019,0.05,cash
7,30/05/19,2018,0.06,cash
8,13/12/18,2018,0.03,cash
9,25/06/18,2017,0.08,cash
10,24/11/17,2017,0.05,cash
11,20/06/17,2016,0.13,cash
12,24/11/16,2016,0.15,cash
13,09/06/16,2015,0.3,cash
14,03/06/15,2014,0.3,cash
15,03/06/15,2015,0.1,share
16,02/06/14,2013,0.2,cash
17,13/05/13,2012,0.2,cash
18,13/05/13,2013,0.2,share
19,14/05/12,2012,0.4,share
