,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,06/12/22,2022,0.12,cash
1,27/05/22,2021,0.14,cash
2,28/05/21,2020,0.02,cash
3,15/12/20,2020,0.12,cash
4,09/06/20,2019,0.2,cash
5,24/05/19,2018,0.2,cash
6,20/03/18,2017,0.12,cash
7,09/03/17,2016,0.12,cash
8,28/12/15,2015,0.12,cash
9,26/12/14,2014,0.12,cash
10,04/03/14,2012,0.02,cash
11,04/03/14,2013,0.12,cash
12,06/02/13,2013,0.1,share
13,26/09/12,2011,0.06,cash
14,27/12/11,2010,0.05,cash
15,10/02/11,2010,0.05,cash
16,10/02/11,2011,0.1,share
17,14/08/09,2009,0.06,cash
18,03/03/08,2007,0.12,cash
19,09/02/07,2006,0.06,cash
