,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,01/07/22,2021,0.1,cash
1,19/07/21,2020,0.1,cash
2,29/06/20,2019,0.1,cash
3,14/08/19,2018,0.15,cash
4,14/09/18,2017,0.12,cash
5,14/09/17,2016,0.12,cash
6,12/05/16,2015,0.14,cash
7,23/09/15,2014,0.12,cash
8,23/10/14,2013,0.12,cash
9,18/11/13,2012,0.1,cash
10,26/09/12,2011,0.15,cash
11,28/09/11,2010,0.1,cash
12,11/01/11,2010,0.05,cash
13,04/05/10,2009,0.1,cash
14,13/01/10,2009,0.05,cash
15,18/05/09,2008,0.03,cash
16,12/03/09,2008,0.05,cash
17,15/12/08,2008,0.05,cash
18,26/05/08,2007,0.08,cash
19,24/09/07,2007,0.07,cash
