,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,30/09/22,2021,0.1,cash
1,22/07/22,2021,0.07,cash
2,25/11/21,2020,0.1,cash
3,08/03/21,2020,0.07,cash
4,14/10/20,2019,0.1,cash
5,13/03/20,2019,0.07,cash
6,13/09/19,2018,0.1,cash
7,21/03/19,2018,0.07,cash
8,27/07/18,2017,0.1,cash
9,15/12/17,2017,0.07,cash
10,24/05/17,2016,0.05,cash
11,14/03/17,2016,0.1,cash
12,19/07/16,2015,0.05,cash
13,17/03/16,2015,0.1,cash
14,26/06/15,2014,0.05,cash
15,25/03/15,2014,0.05,cash
16,26/06/14,2013,0.04,cash
17,26/03/14,2013,0.04,cash
18,06/06/13,2012,0.03,cash
19,27/03/13,2012,0.04,cash
