,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/12/22,2022,0.06,cash
1,09/05/22,2021,0.03,cash
2,15/10/21,2021,0.06,cash
3,19/05/21,2020,0.03,cash
4,03/07/20,2019,0.03,cash
5,25/04/19,2018,0.12,cash
6,17/05/18,2017,0.05,cash
7,12/01/18,2017,0.07,cash
8,27/07/16,2016,0.07,cash
9,03/06/16,2015,0.05,cash
10,19/05/15,2014,0.1,cash
11,19/05/15,2015,0.1,cash
12,31/10/14,2014,0.15,cash
13,16/05/14,2013,0.038,cash
14,14/05/13,2013,0.1,cash
15,31/08/12,2012,0.08,cash
16,25/04/12,2012,0.12,cash
17,10/04/12,2011,0.12,cash
18,18/08/11,2011,0.08,cash
19,10/05/11,2010,0.14,cash
