,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,19/07/22,2021,0.22,cash
1,21/12/21,2021,0.08,cash
2,01/06/21,2020,0.22,cash
3,15/01/21,2020,0.08,cash
4,14/05/20,2019,0.17,cash
5,13/01/20,2019,0.08,cash
6,23/05/19,2018,0.17,cash
7,24/12/18,2018,0.08,cash
8,04/06/18,2017,0.17,cash
9,12/01/18,2017,0.08,cash
10,23/05/17,2016,0.17,cash
11,21/12/16,2016,0.08,cash
12,02/06/16,2015,0.17,cash
13,25/01/16,2015,0.08,cash
14,05/06/15,2014,0.17,cash
15,12/12/14,2014,0.08,cash
16,23/05/14,2013,0.15,cash
17,21/08/13,2013,0.1,cash
18,23/04/13,2012,0.15,cash
19,06/09/12,2012,0.1,cash
