,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,26/06/19,2018,0.1,cash
1,07/06/18,2017,0.1,cash
2,28/02/17,2016,0.1,cash
3,13/06/16,2015,0.05,cash
4,24/02/16,2015,0.05,cash
5,14/01/15,2013,0.05,cash
6,14/01/15,2014,0.05,cash
7,30/05/11,2010,0.1,cash
8,22/12/10,2010,0.1,cash
9,24/05/10,2009,0.15,cash
10,26/08/09,2009,0.15,cash
11,29/04/09,2008,0.15,cash
12,04/09/08,2008,0.15,cash
13,04/09/08,2008,0.1,share
14,13/05/08,2007,0.05,cash
15,17/12/07,2007,0.05,cash
16,17/12/07,2008,0.2,share
17,23/01/07,2006,0.05,cash
