,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/03/23,2022,0.085,cash
1,22/04/22,2021,0.085,cash
2,23/03/21,2020,0.08,cash
3,24/03/20,2019,0.1,cash
4,05/06/19,2018,0.1,cash
5,19/04/18,2017,0.1,cash
6,04/05/17,2016,0.09,cash
7,11/03/16,2015,0.07,cash
8,18/05/15,2014,0.06,cash
9,16/05/14,2013,0.08,cash
10,14/05/13,2012,0.1,cash
11,22/06/12,2011,0.04,cash
12,29/02/12,2011,0.06,cash
13,16/03/11,2010,0.08,cash
14,21/05/10,2009,0.04,cash
15,09/12/09,2009,0.08,cash
16,18/01/08,2007,0.2,cash
17,11/09/07,2007,0.05,cash
18,18/06/07,2007,0.055,share
