,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,09/01/23,2022,0.04,cash
1,11/10/22,2022,0.04,cash
2,02/06/22,2022,0.08,share
3,02/06/22,2021,0.04,cash
4,13/01/22,2021,0.04,cash
5,30/09/21,2021,0.08,share
6,20/01/21,2020,0.04,cash
7,26/10/20,2020,0.04,cash
8,09/07/20,2020,0.08,share
9,20/02/20,2019,0.08,cash
10,13/06/19,2019,0.2,share
11,25/06/18,2018,0.2,share
12,29/06/17,2017,0.2,share
13,15/08/16,2016,0.1,share
14,09/11/15,2015,0.1,share
15,10/02/15,2014,0.06,cash
16,16/12/14,2014,0.1,share
17,02/06/14,2014,0.1,share
18,03/04/13,2012,0.1,cash
19,26/03/12,2011,0.06,cash
