,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,19/07/21,2020,0.03,cash
1,19/07/21,2021,0.03,cash
2,20/09/17,2016,0.02,cash
3,20/09/17,2017,0.07,share
4,19/04/17,2016,0.06,cash
5,06/07/16,2016,0.1,share
6,17/03/16,2015,0.06,cash
7,24/03/15,2014,0.12,cash
8,24/03/14,2013,0.08,cash
9,28/06/13,2012,0.08,cash
10,02/01/13,2012,0.1,cash
11,16/04/12,2011,0.08,cash
12,10/04/12,2012,0.25,share
13,02/12/11,2011,0.1,cash
14,27/04/11,2010,0.15,cash
15,04/11/10,2010,0.09,cash
16,05/08/10,2010,0.06,cash
17,21/06/10,2010,0.25,share
18,20/01/10,2010,0.15,share
19,23/12/09,2009,0.21,cash
