,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,18/11/22,2022,0.1,cash
1,17/06/22,2021,0.085,cash
2,17/12/21,2021,0.06,cash
3,29/07/21,2021,0.2,share
4,13/11/20,2020,0.1,cash
5,07/05/20,2019,0.1,cash
6,15/11/19,2019,0.15,cash
7,13/06/19,2018,0.1,cash
8,31/10/18,2018,0.15,cash
9,14/06/18,2017,0.1,cash
10,20/11/17,2017,0.15,cash
11,02/06/17,2016,0.1,cash
12,08/11/16,2016,0.15,cash
13,09/06/16,2015,0.05,cash
14,05/04/16,2015,0.05,cash
15,28/09/15,2015,0.1,cash
16,01/04/15,2014,0.05,cash
17,24/11/14,2014,0.1,cash
18,01/04/14,2013,0.05,cash
19,12/12/13,2013,0.1,cash
