,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,20/07/22,2021,0.08,cash
1,25/06/21,2020,0.07,cash
2,28/05/21,2020,0.073,cash
3,17/03/21,2020,0.075,cash
4,24/12/20,2020,0.025,cash
5,26/06/20,2019,0.11,cash
6,23/12/19,2019,0.05,cash
7,27/05/19,2018,0.025,cash
8,25/03/19,2018,0.05,cash
9,31/05/18,2017,0.015,cash
10,23/04/18,2017,0.02,cash
11,18/12/17,2017,0.03,cash
12,23/05/17,2016,0.03,cash
13,29/12/16,2016,0.02,cash
14,20/05/16,2015,0.07,cash
15,25/05/15,2014,0.06,cash
16,11/08/14,2013,0.055,cash
