,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/03/23,2022,0.06,cash
1,14/11/22,2022,0.06,cash
2,20/06/22,2022,0.05,cash
3,23/03/22,2021,0.08,cash
4,09/11/21,2021,0.04,cash
5,11/06/21,2021,0.1,cash
6,22/03/21,2020,0.1,cash
7,02/12/20,2020,0.05,cash
8,30/09/20,2020,0.05,cash
9,08/07/20,2020,0.1,cash
10,31/03/20,2019,0.06,cash
11,03/12/19,2019,0.05,cash
12,16/09/19,2019,0.04,cash
13,28/06/19,2019,0.07,cash
14,29/03/19,2018,0.04,cash
15,28/11/18,2018,0.04,cash
16,25/09/18,2018,0.04,cash
17,28/06/18,2018,0.06,cash
18,29/03/18,2017,0.05,cash
19,07/12/17,2017,0.04,cash
