,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,31/01/23,2023,0.08,share
1,07/07/17,2017,0.1,share
2,28/07/16,2016,0.5,share
3,27/05/15,2014,0.1,cash
4,16/04/15,2014,0.3,cash
5,08/05/14,2013,0.35,cash
6,17/05/13,2012,0.5,cash
7,06/12/12,2012,0.2,cash
8,02/02/12,2011,0.3,cash
9,12/05/11,2010,0.2,cash
10,23/11/10,2010,0.35,cash
11,15/04/10,2009,0.35,cash
12,04/11/09,2009,0.15,cash
13,22/06/09,2008,0.2,cash
14,14/01/09,2008,0.12,cash
15,08/04/08,2008,0.05,cash
16,24/07/07,2007,0.1,cash
17,11/04/07,2006,0.05,cash
18,12/10/06,2006,0.1,cash
19,15/03/06,2005,0.135,cash
