,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,29/11/22,2022,0.025,cash
1,25/04/22,2021,0.16,cash
2,15/07/21,2020,0.2,cash
3,17/09/20,2020,0.18,cash
4,31/05/19,2018,0.25,cash
5,03/01/19,2018,0.5,cash
6,29/05/18,2017,0.15,cash
7,04/05/17,2016,0.6,cash
8,27/06/16,2016,0.5,share
9,13/05/16,2015,0.35,cash
10,16/10/15,2015,0.15,cash
11,18/05/15,2014,0.4,cash
12,02/12/14,2014,0.1,cash
13,14/05/14,2013,0.15,cash
14,21/05/13,2012,0.08,cash
15,14/08/12,2012,0.07,cash
16,10/05/12,2011,0.13,cash
17,08/08/11,2011,0.07,cash
18,26/04/11,2010,0.07,cash
19,18/08/10,2010,0.08,cash
