,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,19/08/22,2021,0.05,cash
1,25/11/21,2020,0.07,cash
2,29/03/21,2020,0.05,cash
3,19/06/20,2019,0.05,cash
4,09/10/19,2018,0.08,cash
5,03/04/19,2018,0.1,cash
6,13/08/18,2017,0.15,cash
7,22/12/17,2017,0.05,cash
8,29/06/17,2016,0.1,cash
9,10/11/16,2016,0.1,cash
10,06/07/16,2015,0.14,cash
11,23/12/15,2015,0.06,cash
12,02/06/15,2014,0.15,cash
13,07/11/14,2014,0.05,cash
14,10/06/14,2013,0.05,cash
15,19/03/14,2013,0.045,cash
16,15/08/13,2012,0.04,cash
17,05/07/12,2011,0.03,cash
18,29/12/11,2011,0.05,cash
19,15/06/11,2010,0.08,cash
