,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,06/10/22,2021,0.03,cash
1,15/06/21,2020,0.05,cash
2,30/07/20,2019,0.05,cash
3,21/06/18,2017,0.04,cash
4,23/06/17,2016,0.13,cash
5,22/11/16,2016,0.1,cash
6,29/06/16,2015,0.2,cash
7,07/12/15,2015,0.15,cash
8,22/07/15,2014,0.25,cash
9,22/07/15,2015,0.1,share
10,12/06/14,2013,0.23,cash
11,17/07/13,2012,0.15,cash
12,17/07/13,2013,0.15,share
13,17/09/12,2012,0.12,share
14,27/05/11,2010,0.2,cash
15,11/06/10,2010,0.3,share
16,29/12/09,2009,0.1,share
17,08/03/07,2007,0.0,share
