,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,22/11/22,2022,0.125,cash
1,24/05/22,2022,0.125,cash
2,12/11/21,2021,0.125,cash
3,19/05/21,2021,0.125,cash
4,24/11/20,2020,0.125,cash
5,21/05/20,2020,0.125,cash
6,25/11/19,2019,0.15,cash
7,23/05/19,2018,0.05,cash
8,23/05/19,2019,0.1,cash
9,01/11/18,2018,0.1,cash
10,17/05/18,2017,0.05,cash
11,17/05/18,2018,0.1,cash
12,27/11/17,2017,0.1,cash
13,27/06/17,2017,0.1,cash
14,24/11/16,2016,0.1,cash
15,03/06/16,2016,0.1,cash
16,09/12/15,2015,0.1,cash
17,03/06/15,2015,0.1,cash
18,08/12/14,2014,0.1,cash
19,04/06/14,2014,0.1,cash
