,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,29/09/22,2021,0.1,cash
1,07/07/22,2021,0.1,cash
2,29/09/21,2020,0.2,cash
3,29/09/20,2019,0.15,cash
4,05/02/20,2019,0.1,cash
5,24/05/19,2018,0.25,cash
6,23/03/18,2017,0.15,cash
7,16/03/17,2016,0.3,cash
8,03/02/16,2015,0.15,cash
9,29/12/15,2015,0.15,cash
10,22/06/15,2014,0.15,cash
11,26/01/15,2014,0.2,cash
12,06/06/14,2013,0.2,cash
13,27/12/13,2013,0.15,cash
14,30/05/13,2012,0.15,cash
15,22/01/13,2012,0.15,cash
16,16/10/12,2012,0.15,cash
17,23/04/12,2011,0.45,cash
18,22/12/11,2011,0.15,cash
19,04/05/11,2011,0.3,share
