,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,10/01/23,2022,0.15,cash
1,23/06/22,2021,0.3,cash
2,16/06/21,2020,0.1,cash
3,23/11/20,2020,0.3,cash
4,27/07/20,2019,0.05,cash
5,25/05/20,2019,0.05,cash
6,12/12/19,2019,0.25,cash
7,10/12/18,2018,0.3,cash
8,17/05/18,2017,0.12,cash
9,16/11/17,2017,0.2,cash
10,23/05/17,2016,0.15,cash
11,23/11/16,2016,0.2,cash
12,18/05/16,2015,0.35,cash
13,02/12/15,2015,0.15,cash
14,20/04/15,2014,0.25,cash
15,22/05/14,2013,0.15,cash
16,22/05/13,2012,0.075,cash
17,14/12/12,2012,0.1,cash
18,16/05/12,2011,0.15,cash
19,16/05/12,2012,0.2,share
