,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,23/08/22,2021,0.06,cash
1,14/06/19,2018,0.03,cash
2,06/12/18,2018,0.07,cash
3,24/05/18,2017,0.07,cash
4,10/11/17,2017,0.06,cash
5,01/06/17,2016,0.05,cash
6,24/11/16,2016,0.05,cash
7,24/05/16,2015,0.15,cash
8,09/12/15,2015,0.15,cash
9,27/05/15,2014,0.4,cash
10,23/06/14,2013,0.3,cash
11,18/02/14,2013,0.1,cash
12,05/06/13,2012,0.3,cash
13,05/06/13,2013,0.2,share
14,18/06/12,2012,0.2,share
15,18/06/12,2011,0.1,cash
16,30/11/11,2011,0.1,cash
17,11/07/11,2011,0.25,share
