,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,30/08/22,2021,0.33,cash
1,14/09/21,2020,0.285,cash
2,04/09/20,2019,0.225,cash
3,09/05/19,2018,0.2,cash
4,14/06/18,2017,0.14,cash
5,14/06/18,2017,0.14,cash
6,14/09/17,2016,0.2,cash
7,19/09/16,2015,0.2,cash
8,23/09/15,2014,0.09,cash
9,30/06/14,2013,0.1,cash
10,20/11/13,2012,0.08,cash
11,27/06/12,2011,0.08,cash
12,27/06/12,2012,0.07,cash
13,16/08/11,2011,0.07,cash
14,16/08/11,2010,0.08,cash
15,10/05/10,2009,0.12,cash
16,10/05/10,2010,0.07,cash
17,18/05/09,2008,0.03,cash
18,21/11/08,2008,0.07,cash
19,11/07/08,2008,0.08,share
