,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,20/09/22,2021,0.07,cash
1,21/09/21,2020,0.07,cash
2,14/09/20,2019,0.09,cash
3,11/09/19,2018,0.08,cash
4,11/09/18,2017,0.08,cash
5,03/08/17,2016,0.06,cash
6,14/06/16,2015,0.06,cash
7,18/09/12,2011,0.06,cash
8,10/02/12,2011,0.06,cash
9,26/05/10,2009,0.07,cash
10,24/11/09,2009,0.09,share
11,25/08/09,2008,0.04,cash
12,11/12/08,2008,0.04,cash
13,27/10/08,2008,0.08,cash
14,03/06/08,2007,0.08,cash
15,03/08/07,2007,0.08,cash
16,16/05/07,2007,0.15,share
