,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/09/22,2021,0.05,cash
1,24/09/21,2020,0.05,cash
2,25/03/20,2019,0.1,cash
3,26/03/19,2018,0.15,cash
4,06/09/18,2018,0.15,cash
5,29/03/18,2017,0.15,cash
6,18/01/18,2017,0.15,cash
7,30/05/17,2016,0.1,cash
8,10/04/17,2016,0.15,cash
9,07/12/16,2016,0.15,cash
10,10/06/16,2015,0.1,cash
11,10/06/16,2016,0.1,share
12,03/08/15,2015,0.15,cash
13,29/05/15,2014,0.05,cash
14,29/05/15,2015,0.1,share
15,13/01/15,2015,0.2,share
16,23/04/14,2013,0.1,cash
17,24/10/13,2013,0.1,cash
18,10/06/13,2012,0.05,cash
19,19/02/13,2012,0.05,cash
