,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,28/09/22,2022,0.1,cash
1,29/06/22,2022,0.1,share
2,20/10/21,2021,0.05,cash
3,28/04/21,2020,0.05,cash
4,27/10/20,2020,0.15,cash
5,03/09/20,2019,0.12,cash
6,28/08/19,2019,0.08,cash
7,03/06/19,2018,0.15,cash
8,03/06/19,2019,0.1,share
9,27/08/18,2018,0.1,cash
10,08/05/18,2017,0.1,cash
11,21/12/17,2016,0.1,cash
12,21/12/17,2017,0.1,cash
13,21/12/17,2017,0.1,share
14,20/10/16,2016,0.1,cash
15,03/06/16,2015,0.1,cash
16,03/06/16,2016,0.1,share
17,10/09/15,2015,0.1,cash
18,05/06/15,2014,0.05,cash
19,05/06/15,2015,0.2,share
