,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,13/02/23,2023,0.1,share
1,08/02/22,2022,0.12,share
2,16/11/20,2019,0.1,cash
3,15/11/19,2018,0.12,cash
4,13/02/19,2017,0.05,cash
5,21/12/18,2018,0.05,cash
6,12/10/18,2017,0.09,cash
7,18/12/17,2017,0.06,cash
8,07/08/17,2016,0.1,cash
9,19/01/17,2016,0.1,cash
10,25/08/16,2016,0.2,share
11,19/05/16,2015,0.1,cash
12,04/09/15,2015,0.15,share
13,04/06/12,2011,0.06,cash
14,04/06/12,2011,0.06,cash
15,04/01/12,2012,0.1,share
16,17/05/11,2010,0.08,cash
17,18/10/10,2010,0.04,cash
18,24/05/10,2009,0.08,cash
19,11/12/09,2009,0.04,cash
