,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,24/03/23,2022,0.121,cash
1,22/02/22,2021,0.2,cash
2,22/02/21,2020,0.13,cash
3,10/03/20,2019,0.07,cash
4,13/08/19,2019,0.06,cash
5,27/02/19,2018,0.07,cash
6,16/08/18,2018,0.06,cash
7,19/03/18,2017,0.07,cash
8,10/08/17,2017,0.06,cash
9,21/02/17,2016,0.07,cash
10,12/08/16,2016,0.05,cash
11,19/02/16,2015,0.07,cash
12,06/08/15,2015,0.05,cash
13,20/03/15,2014,0.1,cash
14,07/03/14,2013,0.07,cash
15,28/08/13,2013,0.05,cash
16,15/03/13,2012,0.07,cash
17,02/08/12,2012,0.08,cash
18,12/03/12,2011,0.08,cash
19,22/08/11,2011,0.1,cash
