,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,06/12/22,2022,0.05,cash
1,14/09/22,2022,0.15,cash
2,30/05/22,2022,0.2,cash
3,23/02/22,2021,0.05,cash
4,08/09/21,2021,0.1,cash
5,19/05/21,2021,0.2,cash
6,27/01/21,2020,0.12,cash
7,27/07/20,2020,0.2,cash
8,24/02/20,2019,0.09,cash
9,05/11/19,2019,0.08,cash
10,17/05/19,2019,0.15,cash
11,14/11/18,2018,0.14,cash
12,10/05/18,2016,0.03,cash
13,10/05/18,2017,0.06,cash
14,10/05/18,2018,0.16,cash
15,14/12/17,2017,0.12,cash
16,31/12/16,2016,0.33,cash
17,31/12/15,2015,0.3,cash
18,31/12/14,2014,0.2,cash
19,31/12/12,2012,0.1,share
