,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,22/06/22,2021,0.3,cash
1,22/06/21,2020,0.15,cash
2,14/09/20,2019,0.2,cash
3,06/11/19,2018,0.2,cash
4,22/01/19,2018,0.2,cash
5,27/02/18,2017,0.2,cash
6,28/06/16,2015,0.2,cash
7,26/11/15,2014,0.1,cash
8,24/06/15,2014,0.2,cash
9,29/12/14,2013,0.1,cash
10,23/07/14,2013,0.1,cash
11,26/12/13,2013,0.1,cash
12,13/09/13,2012,0.1,cash
13,18/09/12,2012,0.1,cash
14,20/03/12,2011,0.1,cash
15,11/08/11,2011,0.1,cash
16,18/01/11,2010,0.07,cash
17,07/07/10,2010,0.08,cash
18,29/12/09,2009,0.07,cash
19,26/06/09,2009,0.08,cash
